web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,details,etat_machine,adresse,prix
"1707534551-1","https://www.expat-dakar.com/machines-a-laver?page=41","Coffre fort électronique avec code
Neuf
Plateau,
Dakar

Hier, 16:04

Vendeur vérifié

300 000 F Cfa

776583562

786018519","https://www.expat-dakar.com/annonce/coffre-fort-electronique-avec-code-6000845","Coffre fort électronique avec code","Neuf","Plateau

Dakar",""
"1707534553-2","https://www.expat-dakar.com/machines-a-laver?page=41","Frigo COMBINÉ BEKO RCSE 30030S 4 TROIRS
Neuf
Plateau,
Dakar

2. nov. '23, 07:50

Vendeur vérifié

269 000 F Cfa

319 000 F Cfa

Économisez 15.7%

775267261

338423746","https://www.expat-dakar.com/annonce/frigo-combine-beko-rcse-30030s-4-troirs-3008883","Frigo COMBINÉ BEKO RCSE 30030S 4 TROIRS","Neuf","Plateau

Dakar","269 000 F Cfa"
"1707534556-3","https://www.expat-dakar.com/machines-a-laver?page=41","FER À REPASSER PHILIPS
Neuf
Plateau,
Dakar

30. oct. '23, 20:41

Vendeur vérifié

25 000 F Cfa

775267261

338423746","https://www.expat-dakar.com/annonce/fer-a-repasser-philips-2745953","FER À REPASSER PHILIPS","Neuf","Plateau

Dakar",""
"1707534558-4","https://www.expat-dakar.com/machines-a-laver?page=41","MACHINE À LAVER ENDURO 8 KG A+++ 1000 TOURS
Neuf
Plateau,
Dakar

mercredi, 14:06

Vendeur vérifié

210 000 F Cfa

250 000 F Cfa

Économisez 16%

775267261

338423746","https://www.expat-dakar.com/annonce/machine-a-laver-enduro-8-kg-a-1000-tours-5998942","MACHINE À LAVER ENDURO 8 KG A+++ 1000 TOURS","Neuf","Plateau

Dakar","210 000 F Cfa"
"1707534561-5","https://www.expat-dakar.com/machines-a-laver?page=41","Coffre fort électronique PM avec code
Neuf
Plateau,
Dakar

Hier, 16:47

Vendeur vérifié

125 000 F Cfa

776583562

786018519","https://www.expat-dakar.com/annonce/coffre-fort-electronique-pm-avec-code-6000881","Coffre fort électronique PM avec code","Neuf","Plateau

Dakar",""
"1707534563-6","https://www.expat-dakar.com/machines-a-laver?page=41","MICRO-ONDE SHARP R75 25 LITRES
Neuf
Plateau,
Dakar

12. oct. '23, 00:08

Vendeur vérifié

85 000 F Cfa

105 000 F Cfa

Économisez 19%

775267261

338423746","https://www.expat-dakar.com/annonce/micro-onde-sharp-r75-25-litres-2744779","MICRO-ONDE SHARP R75 25 LITRES","Neuf","Plateau

Dakar","85 000 F Cfa"
"1707534566-7","https://www.expat-dakar.com/machines-a-laver?page=41","FRIGO COMBINÉ BEKO CH430s 4 TIROIRS A+
Neuf
Plateau,
Dakar

19. janv., 08:06

Vendeur vérifié

365 000 F Cfa

775267261

338423746","https://www.expat-dakar.com/annonce/frigo-combine-beko-ch430s-4-tiroirs-a-3806824","FRIGO COMBINÉ BEKO CH430s 4 TIROIRS A+","Neuf","Plateau

Dakar",""
"1707534568-8","https://www.expat-dakar.com/machines-a-laver?page=41","MACHINE À LAVER ENDURO 6 KG CLASSE A +++
Neuf
Plateau,
Dakar

24. nov. '23, 15:42

Vendeur vérifié

169 900 F Cfa

240 000 F Cfa

Économisez 29.2%

775267261

338423746","https://www.expat-dakar.com/annonce/machine-a-laver-enduro-6-kg-classe-a-3202134","MACHINE À LAVER ENDURO 6 KG CLASSE A +++","Neuf","Plateau

Dakar","169 900 F Cfa"
"1707534571-9","https://www.expat-dakar.com/machines-a-laver?page=41","CHAUFFE-EAU ROCH 30 LITRES
Neuf
Plateau,
Dakar

21. déc. '23, 08:10

Vendeur vérifié

65 000 F Cfa

775267261

338423746","https://www.expat-dakar.com/annonce/chauffe-eau-roch-30-litres-3680435","CHAUFFE-EAU ROCH 30 LITRES","Neuf","Plateau

Dakar",""
"1707534573-10","https://www.expat-dakar.com/machines-a-laver?page=41","INSTALLATION GRATUITE CLIM SHARP 12000BTU 1.5 CV R410
Neuf
Plateau,
Dakar

1. nov. '23, 19:07

Vendeur vérifié

210 000 F Cfa

240 000 F Cfa

Économisez 12.5%

775267261

338423746","https://www.expat-dakar.com/annonce/installation-gratuite-clim-sharp-12000btu-15-cv-r410-5851972","INSTALLATION GRATUITE CLIM SHARP 12000BTU 1.5 CV R410","Neuf","Plateau

Dakar","210 000 F Cfa"
"1707534576-11","https://www.expat-dakar.com/machines-a-laver?page=41","SPLIT BEKO 12000BTU 1.5 CV R410
Neuf
Plateau,
Dakar

7. nov. '23, 19:13

Vendeur vérifié

200 000 F Cfa

255 000 F Cfa

Économisez 21.6%

775267261

338423746","https://www.expat-dakar.com/annonce/split-beko-12000btu-15-cv-r410-2745346","SPLIT BEKO 12000BTU 1.5 CV R410","Neuf","Plateau

Dakar","200 000 F Cfa"
"1707534578-12","https://www.expat-dakar.com/machines-a-laver?page=41","Gros electromenager combiné réfrigérateur Solstar fc417
Neuf
Plateau,
Dakar

24. janv., 13:31

Vendeur vérifié

265 000 F Cfa

290 000 F Cfa

Économisez 8.6%

775267261

338423746","https://www.expat-dakar.com/annonce/gros-electromenager-combine-refrigerateur-solstar-fc417-5960266","Gros electromenager combiné réfrigérateur Solstar fc417","Neuf","Plateau

Dakar","265 000 F Cfa"
"1707534581-13","https://www.expat-dakar.com/machines-a-laver?page=41","MACHINE A LAVER LG-7KG LAVAGE/4 KG SECHAGE-SILVER–A+++
Neuf
Ouakam,
Dakar

11. janv., 19:23

419 900 F Cfa

775506161

776571934

775506161","https://www.expat-dakar.com/annonce/machine-a-laver-lg-7kg-lavage4-kg-sechage-silver-a-2766745","MACHINE A LAVER LG-7KG LAVAGE/4 KG SECHAGE-SILVER–A+++","Neuf","Ouakam

Dakar",""
"1707534583-14","https://www.expat-dakar.com/machines-a-laver?page=41","SECHE LINGE SHARP - 7KG - OUVERTURE HUBLOT 15 P
Neuf
Ouakam,
Dakar

11. janv., 19:19

199 000 F Cfa

775506161

776571934

775506161","https://www.expat-dakar.com/annonce/seche-linge-sharp-7kg-ouverture-hublot-15-p-2766985","SECHE LINGE SHARP - 7KG - OUVERTURE HUBLOT 15 P","Neuf","Ouakam

Dakar",""
"1707534586-15","https://www.expat-dakar.com/machines-a-laver?page=41","LAVE-LINGE SAMSUNG - ADDWASH™ 9KG - WW90T654D
Neuf
Ouakam,
Dakar

6. janv., 16:19

419 000 F Cfa

775506161

776571934

775506161","https://www.expat-dakar.com/annonce/lave-linge-samsung-addwash-9kg-ww90t654d-4089816","LAVE-LINGE SAMSUNG - ADDWASH™ 9KG - WW90T654D","Neuf","Ouakam

Dakar",""
"1707534589-16","https://www.expat-dakar.com/machines-a-laver?page=41","MACHINE A LAVER BEKO 7KG A+++

Ouakam,
Dakar

5. mai '22, 11:10

Vendeur vérifié

219 900 F Cfa

770521414

709557473","https://www.expat-dakar.com/annonce/machine-a-laver-beko-7kg-a-2754717","MACHINE A LAVER BEKO 7KG A+++","","Ouakam

Dakar",""
"1707534592-17","https://www.expat-dakar.com/machines-a-laver?page=41","Machine à laver 9 kg
Neuf
Sicap Liberté,
Dakar

24. juin '22, 09:39

Vendeur vérifié

249 000 F Cfa

778624545","https://www.expat-dakar.com/annonce/machine-a-laver-9-kg-4083320","Machine à laver 9 kg","Neuf","Sicap Liberté

Dakar",""
"1707534597-18","https://www.expat-dakar.com/machines-a-laver?page=40","MACHINE A LAVER LG 2 EN 1 20KG F0L2CRV2T2
Neuf
Plateau,
Dakar

26. déc. '23, 14:43

1 100 000 F Cfa

783181818

783088888","https://www.expat-dakar.com/annonce/machine-a-laver-lg-2-en-1-20kg-f0l2crv2t2-4893853","MACHINE A LAVER LG 2 EN 1 20KG F0L2CRV2T2","Neuf","Plateau

Dakar",""
"1707534599-19","https://www.expat-dakar.com/machines-a-laver?page=40","MACHINE A LAVER LG 15KG / 8KG SECHANTE
Neuf
Plateau,
Dakar

26. déc. '23, 14:43

875 000 F Cfa

783181818

783088888","https://www.expat-dakar.com/annonce/machine-a-laver-lg-15kg-8kg-sechante-4893902","MACHINE A LAVER LG 15KG / 8KG SECHANTE","Neuf","Plateau

Dakar",""
"1707534602-20","https://www.expat-dakar.com/machines-a-laver?page=40","MACHINE A LAVER ROCH INVERTER 7KG
Neuf
Ouakam,
Dakar

16. août '22, 12:19

Vendeur vérifié

209 900 F Cfa

770521414

709557473","https://www.expat-dakar.com/annonce/machine-a-laver-roch-inverter-7kg-4966950","MACHINE A LAVER ROCH INVERTER 7KG","Neuf","Ouakam

Dakar",""
"1707534605-21","https://www.expat-dakar.com/machines-a-laver?page=40","MACHINE A LAVER ROCH INVERTER 9KG
Neuf
Ouakam,
Dakar

6. sept. '22, 12:41

Vendeur vérifié

259 900 F Cfa

770521414

709557473","https://www.expat-dakar.com/annonce/machine-a-laver-roch-inverter-9kg-4949691","MACHINE A LAVER ROCH INVERTER 9KG","Neuf","Ouakam

Dakar",""
"1707534607-22","https://www.expat-dakar.com/machines-a-laver?page=40","MACHINE A LAVER - CANDY – 8 KG – SMART TOUCH – A+++
Neuf
Ouakam,
Dakar

6. janv., 15:19

289 900 F Cfa

775506161

776571934

775506161","https://www.expat-dakar.com/annonce/machine-a-laver-candy-8-kg-smart-touch-a-5172480","MACHINE A LAVER - CANDY – 8 KG – SMART TOUCH – A+++","Neuf","Ouakam

Dakar",""
"1707534610-23","https://www.expat-dakar.com/machines-a-laver?page=40","MACHINE A LAVER - HISENSE - 16 KG - TOP- LOAD
Neuf
Ouakam,
Dakar

6. janv., 15:17

389 000 F Cfa

775506161

776571934

775506161","https://www.expat-dakar.com/annonce/machine-a-laver-hisense-16-kg-top-load-5204162","MACHINE A LAVER - HISENSE - 16 KG - TOP- LOAD","Neuf","Ouakam

Dakar",""
"1707534612-24","https://www.expat-dakar.com/machines-a-laver?page=40","MACHINE A LAVER HISENSE 10.5KG TOP- LOAD
Neuf
Ouakam,
Dakar

6. janv., 14:40

299 000 F Cfa

775506161

776571934

775506161","https://www.expat-dakar.com/annonce/machine-a-laver-hisense-105kg-top-load-5204174","MACHINE A LAVER HISENSE 10.5KG TOP- LOAD","Neuf","Ouakam

Dakar",""
"1707534615-25","https://www.expat-dakar.com/machines-a-laver?page=40","Machine À Laver Semi - Automatique 7 - 8 - 9KG
Neuf
Point-e,
Dakar

27. déc. '23, 19:44

Vendeur vérifié

140 000 F Cfa

785821605","https://www.expat-dakar.com/annonce/machine-a-laver-semi-automatique-7-8-9kg-5306431","Machine À Laver Semi - Automatique 7 - 8 - 9KG","Neuf","Point-e

Dakar",""
"1707534617-26","https://www.expat-dakar.com/machines-a-laver?page=40","HAIER SÉCHAGE + LAVAGE 10KG
Neuf
Point-e,
Dakar

10. déc. '22, 13:22

450 000 F Cfa

773506363","https://www.expat-dakar.com/annonce/haier-sechage-lavage-10kg-5046026","HAIER SÉCHAGE + LAVAGE 10KG","Neuf","Point-e

Dakar",""
"1707534620-27","https://www.expat-dakar.com/machines-a-laver?page=40","Support Frigo ;machine à laver,cuisinière..
Neuf
Liberte 6,
Dakar

11. janv., 13:20

12 500 F Cfa

770922410","https://www.expat-dakar.com/annonce/support-frigo-machine-a-lavercuisiniere-5324008","Support Frigo ;machine à laver,cuisinière..","Neuf","Liberte 6

Dakar",""
"1707534625-28","https://www.expat-dakar.com/machines-a-laver?page=39","MACHINE A LAVER ASTECH 9KG A+++
Neuf
Ouakam,
Dakar

31. déc. '22, 11:36

Vendeur vérifié

275 000 F Cfa

770521414

709557473","https://www.expat-dakar.com/annonce/machine-a-laver-astech-9kg-a-5113817","MACHINE A LAVER ASTECH 9KG A+++","Neuf","Ouakam

Dakar",""
"1707534627-29","https://www.expat-dakar.com/machines-a-laver?page=39","Support de rangement machine lavage
Neuf
Grand-Dakar,
Dakar

12. janv. '23, 10:52

Vendeur vérifié

15 000 F Cfa

762963434

782963838

771874229","https://www.expat-dakar.com/annonce/support-de-rangement-machine-lavage-2776925","Support de rangement machine lavage","Neuf","Grand-Dakar

Dakar",""
"1707534630-30","https://www.expat-dakar.com/machines-a-laver?page=39","Lave-Linge 16 KG
Neuf
VDN,
Dakar

17. janv. '23, 12:13

399 000 F Cfa

775364527

776406331","https://www.expat-dakar.com/annonce/lave-linge-16-kg-5343511","Lave-Linge 16 KG","Neuf","VDN

Dakar",""
"1707534632-31","https://www.expat-dakar.com/machines-a-laver?page=39","MACHINE A LAVER -SAMSUNG - 7KGS – SILVER – A+
Neuf
Ouakam,
Dakar

6. janv., 14:52

319 000 F Cfa

775506161

776571934

775506161","https://www.expat-dakar.com/annonce/machine-a-laver-samsung-7kgs-silver-a-5357887","MACHINE A LAVER -SAMSUNG - 7KGS – SILVER – A+","Neuf","Ouakam

Dakar",""
"1707534635-32","https://www.expat-dakar.com/machines-a-laver?page=39","MACHINE À LAVER 8KG A+++ ENDURO SILVER
Neuf
Plateau,
Dakar

15. nov. '23, 13:02

229 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/machine-a-laver-8kg-a-enduro-silver-5440654","MACHINE À LAVER 8KG A+++ ENDURO SILVER","Neuf","Plateau

Dakar",""
"1707534637-33","https://www.expat-dakar.com/machines-a-laver?page=39","LAVE-LINGE SEMI-AUTOMATIQUE
Neuf
VDN,
Dakar

5. févr. '23, 11:43

775364527

776406331","https://www.expat-dakar.com/annonce/lave-linge-semi-automatique-5102028","LAVE-LINGE SEMI-AUTOMATIQUE","Neuf","VDN

Dakar",""
"1707534640-34","https://www.expat-dakar.com/machines-a-laver?page=39","Machine à laver 9 kg inverter ROCH
Neuf
Sicap Liberté,
Dakar

6. févr. '23, 21:42

Vendeur vérifié

265 000 F Cfa

778624545","https://www.expat-dakar.com/annonce/machine-a-laver-9-kg-inverter-roch-3971981","Machine à laver 9 kg inverter ROCH","Neuf","Sicap Liberté

Dakar",""
"1707534642-35","https://www.expat-dakar.com/machines-a-laver?page=39","MACHINE À LAVER 6KG COMFEE A+
Neuf
Plateau,
Dakar

mercredi, 20:57

184 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/machine-a-laver-6kg-comfee-a-5440638","MACHINE À LAVER 6KG COMFEE A+","Neuf","Plateau

Dakar",""
"1707534645-36","https://www.expat-dakar.com/machines-a-laver?page=39","MACHINE À LAVER 6KG ENDURO A+++
Neuf
Plateau,
Dakar

15. nov. '23, 14:36

179 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/machine-a-laver-6kg-enduro-a-5474705","MACHINE À LAVER 6KG ENDURO A+++","Neuf","Plateau

Dakar",""
"1707534647-37","https://www.expat-dakar.com/machines-a-laver?page=39","MACHINE À LAVER 7KG ENDURO A+++
Neuf
Plateau,
Dakar

15. nov. '23, 14:34

198 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/machine-a-laver-7kg-enduro-a-5474712","MACHINE À LAVER 7KG ENDURO A+++","Neuf","Plateau

Dakar",""
"1707534653-38","https://www.expat-dakar.com/machines-a-laver?page=38","MACHINE À LAVER 9KG ASTECH SILVER
Neuf
Plateau,
Dakar

15. nov. '23, 13:01

239 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/machine-a-laver-9kg-astech-silver-5480411","MACHINE À LAVER 9KG ASTECH SILVER","Neuf","Plateau

Dakar",""
"1707534656-39","https://www.expat-dakar.com/machines-a-laver?page=38","SECHE LINGE 9KGS FINIX COULEUR GRISE
Neuf
Plateau,
Dakar

8. nov. '23, 13:32

Vendeur vérifié

225 000 F Cfa

786374400","https://www.expat-dakar.com/annonce/seche-linge-9kgs-finix-couleur-grise-5489563","SECHE LINGE 9KGS FINIX COULEUR GRISE","Neuf","Plateau

Dakar",""
"1707534658-40","https://www.expat-dakar.com/machines-a-laver?page=38","MACHINE A LAVER ASTECH 12KG MLG12C-V120C-CI
Neuf
Plateau,
Dakar

20. janv., 01:55

344 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/machine-a-laver-astech-12kg-mlg12c-v120c-ci-5492704","MACHINE A LAVER ASTECH 12KG MLG12C-V120C-CI","Neuf","Plateau

Dakar",""
"1707534661-41","https://www.expat-dakar.com/machines-a-laver?page=38","MACHINE À LAVER ASTECH 7 KG MLG73V730DG
Neuf
Plateau,
Dakar

15. nov. '23, 14:25

189 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/machine-a-laver-astech-7-kg-mlg73v730dg-5504985","MACHINE À LAVER ASTECH 7 KG MLG73V730DG","Neuf","Plateau

Dakar",""
"1707534663-42","https://www.expat-dakar.com/machines-a-laver?page=38","MACHINE A LAVER IBERNA 7 KG WHITE IB127DE/1-11
Neuf
Plateau,
Dakar

15. nov. '23, 13:22

189 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/machine-a-laver-iberna-7-kg-white-ib127de1-11-5511490","MACHINE A LAVER IBERNA 7 KG WHITE IB127DE/1-11","Neuf","Plateau

Dakar",""
"1707534666-43","https://www.expat-dakar.com/machines-a-laver?page=38","MACHINE A LAVER INDESIT 7KG WHITE XWDA751 480XW
Neuf
Plateau,
Dakar

11. janv., 16:33

209 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/machine-a-laver-indesit-7kg-white-xwda751-480xw-5511511","MACHINE A LAVER INDESIT 7KG WHITE XWDA751 480XW","Neuf","Plateau

Dakar",""
"1707534668-44","https://www.expat-dakar.com/machines-a-laver?page=38","MACHINE A LAVER SAMSUNG 7KG WW 70T3010BS
Neuf
Plateau,
Dakar

20. janv., 01:48

289 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/machine-a-laver-samsung-7kg-ww-70t3010bs-5511530","MACHINE A LAVER SAMSUNG 7KG WW 70T3010BS","Neuf","Plateau

Dakar",""
"1707534671-45","https://www.expat-dakar.com/machines-a-laver?page=38","MACHINE A LAVER SAMSUNG 10KG WHITE WA10T5260BW TOP LAODER
Neuf
Plateau,
Dakar

20. janv., 02:32

294 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/machine-a-laver-samsung-10kg-white-wa10t5260bw-top-laoder-5517633","MACHINE A LAVER SAMSUNG 10KG WHITE WA10T5260BW TOP LAODER","Neuf","Plateau

Dakar",""
"1707534674-46","https://www.expat-dakar.com/machines-a-laver?page=38","MACHINE A LAVER ASTECH 10KG+6KG SÉCHAGE A+ INVERTER
Neuf
Plateau,
Dakar

15. nov. '23, 13:02

419 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/machine-a-laver-astech-10kg6kg-sechage-a-inverter-5522089","MACHINE A LAVER ASTECH 10KG+6KG SÉCHAGE A+ INVERTER","Neuf","Plateau

Dakar",""
"1707534676-47","https://www.expat-dakar.com/machines-a-laver?page=38","MACHINE A LAVER LG 10.5KG /7KG SÉCHAGE
Neuf
Plateau,
Dakar

15. nov. '23, 13:00

649 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/machine-a-laver-lg-105kg-7kg-sechage-5522311","MACHINE A LAVER LG 10.5KG /7KG SÉCHAGE","Neuf","Plateau

Dakar",""
"1707534681-48","https://www.expat-dakar.com/machines-a-laver?page=37","MACHINE A LAVER HISENSE 8KG TOP-LOAD WTJA802T
Neuf
Plateau,
Dakar

samedi, 08:38

210 000 F Cfa

773448645","https://www.expat-dakar.com/annonce/machine-a-laver-hisense-8kg-top-load-wtja802t-5532071","MACHINE A LAVER HISENSE 8KG TOP-LOAD WTJA802T","Neuf","Plateau

Dakar",""
"1707534684-49","https://www.expat-dakar.com/machines-a-laver?page=37","MACHINE A LAVER ASTECH 12KG
Neuf
Plateau,
Dakar

16. janv., 18:25

344 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/machine-a-laver-astech-12kg-5533442","MACHINE A LAVER ASTECH 12KG","Neuf","Plateau

Dakar",""
"1707534687-50","https://www.expat-dakar.com/machines-a-laver?page=37","MACHINE A LAVER ASTECH 6KG MLG63
Neuf
Plateau,
Dakar

16. janv., 18:23

184 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/machine-a-laver-astech-6kg-mlg63-5533466","MACHINE A LAVER ASTECH 6KG MLG63","Neuf","Plateau

Dakar",""
"1707534689-51","https://www.expat-dakar.com/machines-a-laver?page=37","MACHINE A LAVER ASTECH 7KG MLG73V730DG
Neuf
Plateau,
Dakar

16. janv., 18:22

219 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/machine-a-laver-astech-7kg-mlg73v730dg-5533514","MACHINE A LAVER ASTECH 7KG MLG73V730DG","Neuf","Plateau

Dakar",""
"1707534692-52","https://www.expat-dakar.com/machines-a-laver?page=37","MACHINE A LAVER BEKO 10KG BLANC 1400RPM SMART
Neuf
Plateau,
Dakar

16. janv., 18:22

344 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/machine-a-laver-beko-10kg-blanc-1400rpm-smart-5533625","MACHINE A LAVER BEKO 10KG BLANC 1400RPM SMART","Neuf","Plateau

Dakar",""
"1707534694-53","https://www.expat-dakar.com/machines-a-laver?page=37","MACHINE A LAVER ASTECH 9KG MLG93-V930DG
Neuf
Plateau,
Dakar

16. janv., 18:21

249 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/machine-a-laver-astech-9kg-mlg93-v930dg-5533641","MACHINE A LAVER ASTECH 9KG MLG93-V930DG","Neuf","Plateau

Dakar",""
"1707534697-54","https://www.expat-dakar.com/machines-a-laver?page=37","MACHINE À LAVER CANDY 10 KG 1400TOUR/MIN
Neuf
Plateau,
Dakar

16. janv., 14:15

310 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/machine-a-laver-candy-10-kg-1400tourmin-5536522","MACHINE À LAVER CANDY 10 KG 1400TOUR/MIN","Neuf","Plateau

Dakar",""
"1707534699-55","https://www.expat-dakar.com/machines-a-laver?page=37","MACHINE A LAVER CANDY 9KG 1200 TOUR/MIN CS1292DE WATH
Neuf
Plateau,
Dakar

16. janv., 14:14

254 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/machine-a-laver-candy-9kg-1200-tourmin-cs1292de-wath-5536558","MACHINE A LAVER CANDY 9KG 1200 TOUR/MIN CS1292DE WATH","Neuf","Plateau

Dakar",""
"1707534702-56","https://www.expat-dakar.com/machines-a-laver?page=37","MACHINE À LAVER BEKO 8KG SILVER A+++
Neuf
Plateau,
Dakar

17. nov. '23, 00:03

259 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/machine-a-laver-beko-8kg-silver-a-5536489","MACHINE À LAVER BEKO 8KG SILVER A+++","Neuf","Plateau

Dakar",""
"1707534704-57","https://www.expat-dakar.com/machines-a-laver?page=37","MACHINE A LAVER COMFEE 6 KG
Neuf
Plateau,
Dakar

16. janv., 14:14

184 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/machine-a-laver-comfee-6-kg-5536597","MACHINE A LAVER COMFEE 6 KG","Neuf","Plateau

Dakar",""
"1707534709-58","https://www.expat-dakar.com/machines-a-laver?page=36","MACHINE A LAVER COMFEE 7KG BLANC 1000 TOUR/MIN
Neuf
Plateau,
Dakar

16. janv., 14:13

198 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/machine-a-laver-comfee-7kg-blanc-1000-tourmin-5536636","MACHINE A LAVER COMFEE 7KG BLANC 1000 TOUR/MIN","Neuf","Plateau

Dakar",""
"1707534712-59","https://www.expat-dakar.com/machines-a-laver?page=36","MACHINE A LAVER ENDURO 6 KG SILVER A+++
Neuf
Plateau,
Dakar

18. janv., 01:59

184 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/machine-a-laver-enduro-6-kg-silver-a-5536720","MACHINE A LAVER ENDURO 6 KG SILVER A+++","Neuf","Plateau

Dakar",""
"1707534714-60","https://www.expat-dakar.com/machines-a-laver?page=36","MACHINE A LAVER ENDURO 7KG A+++ DARK SILVER
Neuf
Plateau,
Dakar

17. nov. '23, 00:57

198 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/machine-a-laver-enduro-7kg-a-dark-silver-5536732","MACHINE A LAVER ENDURO 7KG A+++ DARK SILVER","Neuf","Plateau

Dakar",""
"1707534717-61","https://www.expat-dakar.com/machines-a-laver?page=36","MACHINE A LAVER ENDURO 8KG A+++ DARK SILVER
Neuf
Plateau,
Dakar

18. janv., 01:58

224 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/machine-a-laver-enduro-8kg-a-dark-silver-5536753","MACHINE A LAVER ENDURO 8KG A+++ DARK SILVER","Neuf","Plateau

Dakar",""
"1707534719-62","https://www.expat-dakar.com/machines-a-laver?page=36","MACHINE A LAVER ENDURO 9KG DARK A+++ SILVER
Neuf
Plateau,
Dakar

18. janv., 01:57

259 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/machine-a-laver-enduro-9kg-dark-a-silver-5536766","MACHINE A LAVER ENDURO 9KG DARK A+++ SILVER","Neuf","Plateau

Dakar",""
"1707534722-63","https://www.expat-dakar.com/machines-a-laver?page=36","MACHINE A LAVER LG 9KG F4R3VYG6P
Neuf
Plateau,
Dakar

15. nov. '23, 15:51

419 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/machine-a-laver-lg-9kg-f4r3vyg6p-5539485","MACHINE A LAVER LG 9KG F4R3VYG6P","Neuf","Plateau

Dakar",""
"1707534724-64","https://www.expat-dakar.com/machines-a-laver?page=36","MACHINE A LAVER LG 7KG FH2 WHITE
Neuf
Plateau,
Dakar

15. nov. '23, 15:49

310 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/machine-a-laver-lg-7kg-fh2-white-5539494","MACHINE A LAVER LG 7KG FH2 WHITE","Neuf","Plateau

Dakar",""
"1707534727-65","https://www.expat-dakar.com/machines-a-laver?page=36","MACHINE À LAVER SHARP 8KG
Neuf
Plateau,
Dakar

13. janv., 16:47

244 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/machine-a-laver-sharp-8kg-5543277","MACHINE À LAVER SHARP 8KG","Neuf","Plateau

Dakar",""
"1707534729-66","https://www.expat-dakar.com/machines-a-laver?page=36","Fer à Repasser Avinas 2000w
Neuf
Grand-Dakar,
Dakar

13. mars '23, 11:45

Vendeur vérifié

10 000 F Cfa

762963434

782963838

771874229","https://www.expat-dakar.com/annonce/fer-a-repasser-avinas-2000w-3915913","Fer à Repasser Avinas 2000w","Neuf","Grand-Dakar

Dakar",""
"1707534732-67","https://www.expat-dakar.com/machines-a-laver?page=36","MACHINE À LAVER 6KG ASTECH
Neuf
Plateau,
Dakar

15. nov. '23, 12:58

184 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/machine-a-laver-6kg-astech-5535757","MACHINE À LAVER 6KG ASTECH","Neuf","Plateau

Dakar",""
"1707534737-68","https://www.expat-dakar.com/machines-a-laver?page=35","MACHINE À LAVER 9KG A+++ ENDURO SILVER
Neuf
Plateau,
Dakar

mercredi, 23:50

254 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/machine-a-laver-9kg-a-enduro-silver-5440659","MACHINE À LAVER 9KG A+++ ENDURO SILVER","Neuf","Plateau

Dakar",""
"1707534739-69","https://www.expat-dakar.com/machines-a-laver?page=35","MACHINE A LAVER SAMSUNG 7 KG WW70T3010BS
Neuf
Plateau,
Dakar

20. janv., 01:32

294 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/machine-a-laver-samsung-7-kg-ww70t3010bs-5556703","MACHINE A LAVER SAMSUNG 7 KG WW70T3010BS","Neuf","Plateau

Dakar",""
"1707534742-70","https://www.expat-dakar.com/machines-a-laver?page=35","MACHINE A LAVER HAIER 8KG SILVER HWO8 CP 1439 NS
Neuf
Plateau,
Dakar

20. janv., 01:31

269 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/machine-a-laver-haier-8kg-silver-hwo8-cp-1439-ns-5556706","MACHINE A LAVER HAIER 8KG SILVER HWO8 CP 1439 NS","Neuf","Plateau

Dakar",""
