web-scraper-order,web-scraper-start-url,link,link-href,details,etat,adresse,prix,image_lien-src
"1708072834-108","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=40","Réfrigérateur combiné 4 tiroirs astech A+
Neuf
Mbao,
Dakar

6. déc. '23, 13:22

239 000 F Cfa

772828509","https://www.expat-dakar.com/annonce/refrigerateur-combine-4-tiroirs-astech-a-5953079","Réfrigérateur combiné 4 tiroirs astech A+","Neuf","Mbao

Dakar","239 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a8aedd5fa6db38abeb296d50c7e73bb4/-/horizon-files-prod/ed/picture/qgq98q60/7863fe56f10a66a16f197c2e09c8bc90c8618829.jpg"
"1708072837-109","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=40","Congélateur 600 litre avec vitre
Neuf
Colobane,
Dakar

5. déc. '23, 11:55

Vendeur vérifié

310 000 F Cfa

772095510","https://www.expat-dakar.com/annonce/congelateur-600-litre-avec-vitre-5934938","Congélateur 600 litre avec vitre","Neuf","Colobane

Dakar","310 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/25fbbf42251aa2360ded625314edece0/-/horizon-files-prod/ed/picture/qpd6njgx/88f0903013304693cbcd981121370a013701ea8a.jpg"
"1708072840-110","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=40","Congélateur astech 400litres
Neuf
Plateau,
Dakar

5. déc. '23, 12:20

Vendeur vérifié

220 000 F Cfa

774458810","https://www.expat-dakar.com/annonce/congelateur-astech-400litres-5757560","Congélateur astech 400litres","Neuf","Plateau

Dakar","220 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/10b1766e1cc5b6b55a15d7de8aaa9dda/-/horizon-files-prod/ed/picture/qpdwq9e0/03d166088f0ca2639ee82a9e165c817a0b3992f5.jpg"
"1708072847-111","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=39","PROMO RÉFRIGÉRATEUR MIDEA 710L SIDE BY SIDE 2PORTES NOIR
Neuf
Plateau,
Dakar

5. déc. '23, 16:52

619 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/promo-refrigerateur-midea-710l-side-by-side-2portes-noir-5953882","PROMO RÉFRIGÉRATEUR MIDEA 710L SIDE BY SIDE 2PORTES NOIR","Neuf","Plateau

Dakar","619 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ef19d1d2fabc8c819b4d0bf25d50b449/-/horizon-files-prod/ed/picture/qpd6868p/804011fdc5b3abe2b55609352503e3792ac14655.jpg"
"1708072850-112","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=39","PROMO RÉFRIGÉRATEUR FINIX 620L SIDE BY SIDE 4PORTES NOFROST
Neuf
Plateau,
Dakar

5. déc. '23, 17:02

649 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/promo-refrigerateur-finix-620l-side-by-side-4portes-nofrost-5953887","PROMO RÉFRIGÉRATEUR FINIX 620L SIDE BY SIDE 4PORTES NOFROST","Neuf","Plateau

Dakar","649 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c7e921501ccaab77a615c0efc2181074/-/horizon-files-prod/ed/picture/qzvdxdx8/6d4b0423462748fa617c76ad2ba0b603257a57a1.jpg"
"1708072853-113","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=39","PROMO RÉFRIGÉRATEUR MIDEA 505L SIDE BY SIDE INVERTER
Neuf
Plateau,
Dakar

5. déc. '23, 17:19

685 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/promo-refrigerateur-midea-505l-side-by-side-inverter-5953910","PROMO RÉFRIGÉRATEUR MIDEA 505L SIDE BY SIDE INVERTER","Neuf","Plateau

Dakar","685 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bd797574c25a59d47ce6c226f4392f46/-/horizon-files-prod/ed/picture/qrzv7v5n/4f28d7c1f2a50ec48ac64aaece055bc5b831b88c.jpg"
"1708072856-114","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=39","CONGÉLATEUR BEKO RFSE 300S VERTI 6TIROIRS
Neuf
Plateau,
Dakar

mercredi, 15:25

Vendeur vérifié

265 000 F Cfa

290 000 F Cfa

Économisez 8.6%

775267261

338423746","https://www.expat-dakar.com/annonce/congelateur-beko-rfse-300s-verti-6tiroirs-3034293","CONGÉLATEUR BEKO RFSE 300S VERTI 6TIROIRS","Neuf","Plateau

Dakar","265 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/81dcff6b95423e13c6d96d9a1064fc9c/-/horizon-files-prod/ed/picture/qnn4rpw/736232cd8740ac43cc894f2b792f793d5d7a7e84.jpg"
"1708072859-115","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=39","Réfrigérateur beko , réfrigérateur
D'occasion
Hann maristes,
Dakar

6. déc. '23, 10:49

170 000 F Cfa

764635291","https://www.expat-dakar.com/annonce/refrigerateur-beko-refrigerateur-5954095","Réfrigérateur beko , réfrigérateur","D'occasion","Hann maristes

Dakar","170 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a740c390ddbe243081448514c69fdb4c/-/horizon-files-prod/ed/picture/qq47670n/c963d6d529ee06ee75c9d7eaa7766a6fbe0415cc.jpg"
"1708072862-116","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=39","Congélateur ASTECH horizontal 320L
Neuf
Plateau,
Dakar

6. déc. '23, 15:17

193 000 F Cfa

778452442

778452442","https://www.expat-dakar.com/annonce/congelateur-astech-horizontal-320l-2729206","Congélateur ASTECH horizontal 320L","Neuf","Plateau

Dakar","193 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/26b4350379365ee545ca6ea90dec1b46/-/horizon-files-prod/ed/picture/qw80g44/4e006384cbc2342d70e342996ea08312cf35a531.jpg"
"1708072865-117","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=39","Frigo/réfrigérateur à vendre
D'occasion
Ouakam,
Dakar

6. déc. '23, 18:42

100 000 F Cfa

773964887","https://www.expat-dakar.com/annonce/frigorefrigerateur-a-vendre-5954863","Frigo/réfrigérateur à vendre","D'occasion","Ouakam

Dakar","100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/19284553426c9c5c0d867113f63733c5/-/horizon-files-prod/ed/picture/q56xgpg2/92182c48caf9580af4304a477294c861083bb887.jpg"
"1708072868-118","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=39","REFRIGERATEUR COMBINE 267L FINIX 267 4T DEFR GRIS
Réconditionné
Plateau,
Dakar

24. janv., 19:22

Vendeur vérifié

199 000 F Cfa

786374400","https://www.expat-dakar.com/annonce/refrigerateur-combine-267l-finix-267-4t-defr-gris-5955672","REFRIGERATEUR COMBINE 267L FINIX 267 4T DEFR GRIS","Réconditionné","Plateau

Dakar","199 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ff6b7462174bac55e3226a79bdbab2a6/-/horizon-files-prod/ed/picture/qwe2wnzk/d090095b89587c85dacadbeb594915921e421fb0.png"
"1708072871-119","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=39","Réfrigérateur Samsung 2 porte
Venant
Patte d‘oie,
Dakar

8. déc. '23, 11:38

300 000 F Cfa

763762042","https://www.expat-dakar.com/annonce/refrigerateur-samsung-2-porte-5956122","Réfrigérateur Samsung 2 porte","Venant","Patte d‘oie

Dakar","300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b468bd4b9107843ac1cdcf0617f46aa9/-/horizon-files-prod/ed/picture/q6xk5v7p/90fcac8fe3aa029170a50a52195b95439d8c5b4b.jpg"
"1708072874-120","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=39","Réfrigérateur Samsung 3tiroirs
Venant
Patte d‘oie,
Dakar

8. déc. '23, 11:43

250 000 F Cfa

763762042","https://www.expat-dakar.com/annonce/refrigerateur-samsung-3tiroirs-5956128","Réfrigérateur Samsung 3tiroirs","Venant","Patte d‘oie

Dakar","250 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0a44bce4184a555da37bcc5a60f0c6da/-/horizon-files-prod/ed/picture/qwe2wkez/6f540ac02f9c2a061d923bc84cf2e6863fd87dfe.jpg"
"1708072881-121","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=38","refrigérateur bar hisense 2portes
Neuf
Ouakam,
Dakar

8. déc. '23, 13:41

Vendeur vérifié

104 900 F Cfa

115 000 F Cfa

Économisez 8.8%

770521414

709557473","https://www.expat-dakar.com/annonce/refrigerateur-bar-hisense-2portes-5956239","refrigérateur bar hisense 2portes","Neuf","Ouakam

Dakar","104 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4b93c57e620290479d9d762c62f9430c/-/horizon-files-prod/ed/picture/q2jqgw7q/916a743213dee5eb4df41dc3ef43e652b7d59bc8.jpg"
"1708072884-122","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=38","PROMI CONGÉLATEUR 400LITRES ASTECH HORIZONTAL SILVER
Neuf
Plateau,
Dakar

8. déc. '23, 18:48

219 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/promi-congelateur-400litres-astech-horizontal-silver-5956474","PROMI CONGÉLATEUR 400LITRES ASTECH HORIZONTAL SILVER","Neuf","Plateau

Dakar","219 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4d29560d7a6478a29dfad9d5252a0bad/-/horizon-files-prod/ed/picture/q8v5g976/0f3e6fe54e5e57ef7f487d3e70581e6f1b3676c8.jpg"
"1708072887-123","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=38","PROMO CONGÉLATEUR 500LITRES ASTECH HORIZONTAL VITRINE
Neuf
Plateau,
Dakar

8. déc. '23, 18:57

329 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/promo-congelateur-500litres-astech-horizontal-vitrine-5956478","PROMO CONGÉLATEUR 500LITRES ASTECH HORIZONTAL VITRINE","Neuf","Plateau

Dakar","329 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8b3878b47f823ff8e1a504d5272674ae/-/horizon-files-prod/ed/picture/qm5pnjem/9c35fb66d546c16b2b8001a1ac97738317fe8816.jpg"
"1708072890-124","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=38","PROMO CONGÉLATEUR 900LITRES HISENSE HORIZONTAL SILVER
Neuf
Plateau,
Dakar

8. déc. '23, 19:03

529 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/promo-congelateur-900litres-hisense-horizontal-silver-5956484","PROMO CONGÉLATEUR 900LITRES HISENSE HORIZONTAL SILVER","Neuf","Plateau

Dakar","529 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6db93c7e25198b919ba0cdeb032bddf0/-/horizon-files-prod/ed/picture/qdekn2p0/eab0ed9c2b6e71b9a2b0cb6e7d6c49925a1ed192.jpg"
"1708072893-125","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=38","PROMO CONGÉLATEUR 350LITRES SMART TECHNOLOGY HORIZONTAL
Neuf
Plateau,
Dakar

8. déc. '23, 19:13

189 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/promo-congelateur-350litres-smart-technology-horizontal-5956490","PROMO CONGÉLATEUR 350LITRES SMART TECHNOLOGY HORIZONTAL","Neuf","Plateau

Dakar","189 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/adba3675d979c6c93f3fca5a81dd473d/-/horizon-files-prod/ed/picture/qv4ezk65/be0f890c158601495fadfd783f8f868b8ba97c2c.jpg"
"1708072896-126","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=38","PROMO RÉFRIGÉRATEUR CANDY ENCASTRABLE COMBINÉ 3TIROIRES
Neuf
Plateau,
Dakar

8. déc. '23, 20:40

279 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/promo-refrigerateur-candy-encastrable-combine-3tiroires-5956544","PROMO RÉFRIGÉRATEUR CANDY ENCASTRABLE COMBINÉ 3TIROIRES","Neuf","Plateau

Dakar","279 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7617a55de62763e61c2411af976ec1b9/-/horizon-files-prod/ed/picture/q6xk5vg7/d1933d460fad9bc88373ed6260e042f5139f653e.jpg"
"1708072899-127","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=38","PROMO RÉFRIGÉRATEUR 42LITRES HISENSE MINI BAR
Neuf
Plateau,
Dakar

8. déc. '23, 20:54

73 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/promo-refrigerateur-42litres-hisense-mini-bar-5956547","PROMO RÉFRIGÉRATEUR 42LITRES HISENSE MINI BAR","Neuf","Plateau

Dakar","73 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ffb22d56449798e63030fba321824094/-/horizon-files-prod/ed/picture/q0gwd9qw/5d4f62963a894990047262e741afc7f175a3d434.jpg"
"1708072902-128","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=38","PROMO RÉFRIGÉRATEUR 156LITRES HISENSE 2PORTES SILVER
Neuf
Plateau,
Dakar

8. déc. '23, 20:59

179 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/promo-refrigerateur-156litres-hisense-2portes-silver-5956552","PROMO RÉFRIGÉRATEUR 156LITRES HISENSE 2PORTES SILVER","Neuf","Plateau

Dakar","179 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ea2ac9114af56cdc1153a6fa62d73335/-/horizon-files-prod/ed/picture/q8v5g9j9/2377ab11dcb92c339ba63b33e6e180b42f48d99f.jpg"
"1708072905-129","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=38","PROMO RÉFRIGÉRATEUR 255LITRES SAMSUNG 2PORTES SILVER
Neuf
Plateau,
Dakar

8. déc. '23, 21:10

249 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/promo-refrigerateur-255litres-samsung-2portes-silver-5956554","PROMO RÉFRIGÉRATEUR 255LITRES SAMSUNG 2PORTES SILVER","Neuf","Plateau

Dakar","249 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e5415dd1be123d3ed3a5be935ffe90a9/-/horizon-files-prod/ed/picture/qrzv7jg5/a90a02353ca94f94633d6d9270c1c4c2f60cc986.jpg"
"1708072908-130","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=38","PROMO RÉFRIGÉRATEUR 250LITRES HISENSE COMBINÉ 4TIROIRS
Neuf
Plateau,
Dakar

8. déc. '23, 21:18

249 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/promo-refrigerateur-250litres-hisense-combine-4tiroirs-5956559","PROMO RÉFRIGÉRATEUR 250LITRES HISENSE COMBINÉ 4TIROIRS","Neuf","Plateau

Dakar","249 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f6e424674890fd8406628ab6ba26fa0e/-/horizon-files-prod/ed/picture/qj4rzxng/7ee393a87dd78acaac8cc829d87e7eea807c9ca0.jpg"
"1708072915-131","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=37","Congélateur

Hlm grand-yoff,
Dakar

8. déc. '23, 22:25

75 000 F Cfa

787310997","https://www.expat-dakar.com/annonce/congelateur-5956555","Congélateur","","Hlm grand-yoff

Dakar","75 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f8d1ea8d7e8fbfb35956ac0e1923949e/-/horizon-files-prod/ed/picture/qxj2qk5z/c5cc0ab4d85cf9784e25dc1387a49db47e49cebb.jpg"
"1708072918-132","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=37","Réfrigérateur Haier Side by Side
Neuf
Point-e,
Dakar

9. déc. '23, 16:35

Vendeur vérifié

555 000 F Cfa

781302424","https://www.expat-dakar.com/annonce/refrigerateur-haier-side-by-side-5956134","Réfrigérateur Haier Side by Side","Neuf","Point-e

Dakar","555 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/86d559fd353edc147e365d02fe40247b/-/horizon-files-prod/ed/picture/qm5pnj5j/3679f84fb87822bd77b0aa5b252ed6eb817a65ac.png"
"1708072921-133","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=37","CONGÉLATEUR CH 300 GM TRÈS ÉCONOMIE DE ÉNERGIES
Neuf
Plateau,
Dakar

27. juin '23, 19:37

Vendeur vérifié

190 000 F Cfa

775267261

338423746","https://www.expat-dakar.com/annonce/congelateur-ch-300-gm-tres-economie-de-energies-5775449","CONGÉLATEUR CH 300 GM TRÈS ÉCONOMIE DE ÉNERGIES","Neuf","Plateau

Dakar","190 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/21d488feb1ba519d9fcd808a153543f1/-/horizon-files-prod/ed/picture/qngd8jqw/c52abf5068680795006d4b70e2d76959d7be6e5d.jpg"
"1708072924-134","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=37","PROMO RÉFRIGÉRATEUR SMART TECHNOLOGY 227L COMBINÉ 3TIROIRES
Neuf
Plateau,
Dakar

10. déc. '23, 19:44

198 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/promo-refrigerateur-smart-technology-227l-combine-3tiroires-5957609","PROMO RÉFRIGÉRATEUR SMART TECHNOLOGY 227L COMBINÉ 3TIROIRES","Neuf","Plateau

Dakar","198 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8904c62292dfc00ec7d639a86aff4954/-/horizon-files-prod/ed/picture/q448pmdp/d97dbbdbb4c3488ae56a3877128e8ca9f0e75b38.jpg"
"1708072927-135","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=37","PROMO RÉFRIGÉRATEUR ICONA COMBINÉ 3TIROIRES
Neuf
Plateau,
Dakar

10. déc. '23, 19:50

189 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/promo-refrigerateur-icona-combine-3tiroires-5957614","PROMO RÉFRIGÉRATEUR ICONA COMBINÉ 3TIROIRES","Neuf","Plateau

Dakar","189 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e1b281e0e3391dbc11dfd8333046656a/-/horizon-files-prod/ed/picture/qkrg0q5n/0e155361e15fd03ef3ecc3263fb37f45c1d7d24f.jpg"
"1708072930-136","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=37","PROMO RÉFRIGÉRATEUR 180LITRES SHARP COMBINÉ 3TIROIRES SILVER
Neuf
Plateau,
Dakar

10. déc. '23, 20:02

189 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/promo-refrigerateur-180litres-sharp-combine-3tiroires-silver-5957623","PROMO RÉFRIGÉRATEUR 180LITRES SHARP COMBINÉ 3TIROIRES SILVER","Neuf","Plateau

Dakar","189 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/18a788ee4217764746fd8ae5e8144b27/-/horizon-files-prod/ed/picture/q785gm58/4549c5ec4ff44f5018e4359ced16702216565245.jpg"
"1708072933-137","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=37","PROMO RÉFRIGÉRATEUR 330LITRES ENDURO COMBINÉ 4TIROIRS A++
Neuf
Plateau,
Dakar

10. déc. '23, 20:11

249 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/promo-refrigerateur-330litres-enduro-combine-4tiroirs-a-5957626","PROMO RÉFRIGÉRATEUR 330LITRES ENDURO COMBINÉ 4TIROIRS A++","Neuf","Plateau

Dakar","249 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/104f187d9631d3cea83f0faa6d59912d/-/horizon-files-prod/ed/picture/q9m9gd9j/3ee88d952cab29797bc90ffcc0348cf6fa4c12f6.jpg"
"1708072936-138","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=37","PROMO RÉFRIGÉRATEUR 290LITRES NARDI ENCASTRABLE
Neuf
Plateau,
Dakar

10. déc. '23, 20:25

269 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/promo-refrigerateur-290litres-nardi-encastrable-5957629","PROMO RÉFRIGÉRATEUR 290LITRES NARDI ENCASTRABLE","Neuf","Plateau

Dakar","269 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ef88ad4900e07ad0ac6faa2b5f23eb84/-/horizon-files-prod/ed/picture/qq476v7w/aa66589a27cc09cf1578d886992a803dc7989659.jpg"
"1708072939-139","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=37","Congélateur Astech 300L
Neuf
Plateau,
Dakar

11. déc. '23, 18:09

165 000 F Cfa

776270457

766858780","https://www.expat-dakar.com/annonce/congelateur-astech-300l-5958289","Congélateur Astech 300L","Neuf","Plateau

Dakar","165 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f817050f97aa6ba4ff4efb0cd45e5505/-/horizon-files-prod/ed/picture/q785grmx/db1d8b26d3d70a4973170106698e8d1c40f07693.jpg"
"1708072942-140","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=37","PROMO RÉFRIGÉRATEUR TECHNOLUX VITRINE
Neuf
Plateau,
Dakar

11. déc. '23, 19:35

279 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/promo-refrigerateur-technolux-vitrine-5958348","PROMO RÉFRIGÉRATEUR TECHNOLUX VITRINE","Neuf","Plateau

Dakar","279 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cbc95d61973eb4b4a0b3281d870008d7/-/horizon-files-prod/ed/picture/q9m9g6x0/4b6aef96e5cdd18bcedea74f95216775fd3e6524.jpg"
"1708072949-141","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=36","PROMO CONGÉLATEUR 355LITRES SMART TECHNOLOGY VERTICAL
Neuf
Plateau,
Dakar

11. déc. '23, 19:45

189 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/promo-congelateur-355litres-smart-technology-vertical-5958351","PROMO CONGÉLATEUR 355LITRES SMART TECHNOLOGY VERTICAL","Neuf","Plateau

Dakar","189 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a052fd666511ddfd7e648ca1e24ce67f/-/horizon-files-prod/ed/picture/qq4768x7/4e030c9ccd8f4c57d736e496cc8479c92cd3c127.jpg"
"1708072952-142","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=36","PROMO RÉFRIGÉRATEUR SMART TECHNOLOGY COMBINÉ 3TIROIRES
Neuf
Plateau,
Dakar

11. déc. '23, 19:52

179 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/promo-refrigerateur-smart-technology-combine-3tiroires-5958354","PROMO RÉFRIGÉRATEUR SMART TECHNOLOGY COMBINÉ 3TIROIRES","Neuf","Plateau

Dakar","179 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/73426cdd55168389cfbd6d82c3c8cf13/-/horizon-files-prod/ed/picture/qrzv74mn/94c46ae2ea4cec65799095c925b04c88a324dc0b.jpg"
"1708072955-143","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=36","PROMO RÉFRIGÉRATEUR 255LITRES SMART TECHNOLOGY
Neuf
Plateau,
Dakar

11. déc. '23, 20:07

179 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/promo-refrigerateur-255litres-smart-technology-5958358","PROMO RÉFRIGÉRATEUR 255LITRES SMART TECHNOLOGY","Neuf","Plateau

Dakar","179 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0753adbae02ec7df9d8e6e713d0dd0dd/-/horizon-files-prod/ed/picture/qkrg0vn2/ae1a1255ee989805d49e4f10d9ecc5cee2cdf1ce.jpg"
"1708072958-144","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=36","PROMO RÉFRIGÉRATEUR SMART TECHNOLOGY COMBINÉ 3TIROIRES
Neuf
Plateau,
Dakar

11. déc. '23, 20:17

149 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/promo-refrigerateur-smart-technology-combine-3tiroires-5958366","PROMO RÉFRIGÉRATEUR SMART TECHNOLOGY COMBINÉ 3TIROIRES","Neuf","Plateau

Dakar","149 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5ab1fbe34aadffb95493e83f34f9aba9/-/horizon-files-prod/ed/picture/q6xk548p/43ce8e65469bd02ad89454996e1aa2cde4ef3a66.jpg"
"1708072961-145","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=36","PROMO RÉFRIGÉRATEUR SMART TECHNOLOGY COMBINÉ 3TIROIRES
Neuf
Plateau,
Dakar

11. déc. '23, 20:22

149 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/promo-refrigerateur-smart-technology-combine-3tiroires-5958372","PROMO RÉFRIGÉRATEUR SMART TECHNOLOGY COMBINÉ 3TIROIRES","Neuf","Plateau

Dakar","149 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/911568cb906c28e5716f2196e37acf3d/-/horizon-files-prod/ed/picture/qwe2w5xz/aa1a1a823126a4c30b20d5676ea459189aa176ff.jpg"
"1708072964-146","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=36","FRIGO BAR
Réconditionné
Liberte 6,
Dakar

12. déc. '23, 12:45

35 000 F Cfa

776326916","https://www.expat-dakar.com/annonce/frigo-bar-5958732","FRIGO BAR","Réconditionné","Liberte 6

Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/05fbd76e02346d8069f19790285eb238/-/horizon-files-prod/ed/picture/qrzv7k75/4bf7dd8fff095e79c18d4119e486f33e50b380e2.jpg"
"1708072967-147","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=36","PROMO CUISINIÈRE ENDURO 5FEUX À GAZ 90X60 INOX
Neuf
Plateau,
Dakar

12. déc. '23, 16:49

339 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/promo-cuisiniere-enduro-5feux-a-gaz-90x60-inox-5958931","PROMO CUISINIÈRE ENDURO 5FEUX À GAZ 90X60 INOX","Neuf","Plateau

Dakar","339 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/afc79b47510f0883a71546a9b744aa5a/-/horizon-files-prod/ed/picture/q448p2km/d4ecbe06b261a14613425ac1666922091eca7d47.jpg"
"1708072970-148","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=36","REFRIGERATEUR COMBINE 337L FINIX GN 319 4 TRS DEFRST GRI
Réconditionné
Plateau,
Dakar

12. déc. '23, 18:23

Vendeur vérifié

230 000 F Cfa

786374400","https://www.expat-dakar.com/annonce/refrigerateur-combine-337l-finix-gn-319-4-trs-defrst-gri-5958953","REFRIGERATEUR COMBINE 337L FINIX GN 319 4 TRS DEFRST GRI","Réconditionné","Plateau

Dakar","230 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1e245f850a56338967ee3b9c64ce6642/-/horizon-files-prod/ed/picture/q448p2zm/f5e3bd4a2ede67be0d371db3e23f58e42da40b75.jpg"
"1708072973-149","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=36","Réfrigérateur
D'occasion
Keur Massar,
Dakar

13. déc. '23, 10:12

260 000 F Cfa

773687036","https://www.expat-dakar.com/annonce/refrigerateur-5959036","Réfrigérateur","D'occasion","Keur Massar

Dakar","260 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/09d392fd54131f605b2c2bfc149aca2b/-/horizon-files-prod/ed/picture/qkrg0nrp/e4cd612dc26b849c080489a0d2fa595254965dd7.jpg"
