web-scraper-order,web-scraper-start-url,link,link-href,details,etat,adresse,prix,image_lien-src
"1708072473-1","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=50","RÉFRIGÉRATEUR 295L DAEWOO COMBINÉ 3TIROIRES
Neuf
Plateau,
Dakar

13. nov. '23, 18:07

279 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/refrigerateur-295l-daewoo-combine-3tiroires-5935039","RÉFRIGÉRATEUR 295L DAEWOO COMBINÉ 3TIROIRES","Neuf","Plateau

Dakar","279 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4f0a7460f72f12ebf9f7505329f481e1/-/horizon-files-prod/ed/picture/q2jq8w5d/c2864bce0721ff873e02403d147d9b005a5e3855.jpg"
"1708072476-2","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=50","RÉFRIGÉRATEUR 280LITRES SHARP 2PORTES SILVER
Neuf
Plateau,
Dakar

13. nov. '23, 18:16

219 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/refrigerateur-280litres-sharp-2portes-silver-5935048","RÉFRIGÉRATEUR 280LITRES SHARP 2PORTES SILVER","Neuf","Plateau

Dakar","219 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7de5aae371615f6197b4372bb9991d3d/-/horizon-files-prod/ed/picture/q9m9rnwp/26f35241da1bfa6eae3d876b75028f10094d34fc.jpg"
"1708072479-3","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=50","RÉFRIGÉRATEUR ROCH BAR 1PORTE SILVER
Neuf
Plateau,
Dakar

13. nov. '23, 18:33

78 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/refrigerateur-roch-bar-1porte-silver-5935059","RÉFRIGÉRATEUR ROCH BAR 1PORTE SILVER","Neuf","Plateau

Dakar","78 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c12f489fc6284dea43b993265dd32240/-/horizon-files-prod/ed/picture/qj4r5xwz/e7eb4cc539142cc2f5153382366732082f33bd3a.jpg"
"1708072482-4","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=50","RÉFRIGÉRATEUR 525LITRES ROCH SIDE BY SIDE 4PORTES
Neuf
Plateau,
Dakar

13. nov. '23, 20:42

569 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/refrigerateur-525litres-roch-side-by-side-4portes-5935062","RÉFRIGÉRATEUR 525LITRES ROCH SIDE BY SIDE 4PORTES","Neuf","Plateau

Dakar","569 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e060784ef73a623b2512e8bc8a1020e2/-/horizon-files-prod/ed/picture/qdekd26j/96eccd86470ee1ddc1f28af915467d090cea184b.jpg"
"1708072485-5","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=50","RÉFRIGÉRATEUR ROCH VERTICAL VITRINE
Neuf
Plateau,
Dakar

13. nov. '23, 19:12

259 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/refrigerateur-roch-vertical-vitrine-5935076","RÉFRIGÉRATEUR ROCH VERTICAL VITRINE","Neuf","Plateau

Dakar","259 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/61ffac16a223350f6a036ea2ff6fe03e/-/horizon-files-prod/ed/picture/qrzv6j48/068a46a9b8b8f47d1bb1ddcb5fdb88c5b4fc2966.jpg"
"1708072488-6","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=50","Congélateur Astech ch 310
Neuf
Médina,
Dakar

28. nov. '23, 11:30

169 000 F Cfa

772046033","https://www.expat-dakar.com/annonce/congelateur-astech-ch-310-2745444","Congélateur Astech ch 310","Neuf","Médina

Dakar","169 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/567fea49e89bd790797054e780baf0aa/-/horizon-files-prod/ed/picture/q6mwpvg/db9ad8e92a610477477007eb5fa877d986f91c91.jpg"
"1708072491-7","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=50","CONGELATEUR HORIZONTAL COFFRE 120L FINIX BD(W)-120 GRIS
Neuf
Plateau,
Dakar

22. janv., 16:47

Vendeur vérifié

125 000 F Cfa

786374400","https://www.expat-dakar.com/annonce/congelateur-horizontal-coffre-120l-finix-bdw-120-gris-5828785","CONGELATEUR HORIZONTAL COFFRE 120L FINIX BD(W)-120 GRIS","Neuf","Plateau

Dakar","125 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9c9bc0fafee90a0938f9cca03bf1a869/-/horizon-files-prod/ed/picture/q564ezm0/8981010063d62e9ae4e7ff222aca1799f485749c.png"
"1708072494-8","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=50","FONTAINE SMART TECHNOLOGY AVEC RANGEMENT FROID/CHAUD
Neuf
Plateau,
Dakar

14. nov. '23, 22:14

63 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/fontaine-smart-technology-avec-rangement-froidchaud-5936466","FONTAINE SMART TECHNOLOGY AVEC RANGEMENT FROID/CHAUD","Neuf","Plateau

Dakar","63 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6cd0a9474710f49369f3a522a971af29/-/horizon-files-prod/ed/picture/q6xkrm5v/e9a103fc3e7f746a210f0ade52fe98afa7cd47ac.jpg"
"1708072497-9","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=50","CONGELATEUR HORIZONTAL VITRINE 500L FINIX
Neuf
Plateau,
Dakar

15. nov. '23, 13:18

Vendeur vérifié

330 000 F Cfa

786374400","https://www.expat-dakar.com/annonce/congelateur-horizontal-vitrine-500l-finix-5489369","CONGELATEUR HORIZONTAL VITRINE 500L FINIX","Neuf","Plateau

Dakar","330 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8353a3293d31b04f4a9e1d39d4229e20/-/horizon-files-prod/ed/picture/q0ggdzvj/331fc5e77a95b908388998f31360ef1386d18270.png"
"1708072500-10","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=50","Réfrigérateur Astech 3 tiroir
Neuf
Médina,
Dakar

15. nov. '23, 13:18

255 000 F Cfa

280 000 F Cfa

Économisez 8.9%

782595692

771179601

338426838","https://www.expat-dakar.com/annonce/refrigerateur-astech-3-tiroir-5937196","Réfrigérateur Astech 3 tiroir","Neuf","Médina

Dakar","255 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b5735f16af69907889e0e9eab5da84fe/-/horizon-files-prod/ed/picture/q8v5kxjx/95dc37db768b9f66ca5b7319eca3ed080c513847.jpg"
"1708072507-11","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=49","CONGELATEUR HORIZONTAL COFFRE 830L FINIX 650 GRIS 2 PORTES
Réconditionné
Plateau,
Dakar

25. janv., 10:47

Vendeur vérifié

340 000 F Cfa

786374400","https://www.expat-dakar.com/annonce/congelateur-horizontal-coffre-830l-finix-650-gris-2-portes-5916505","CONGELATEUR HORIZONTAL COFFRE 830L FINIX 650 GRIS 2 PORTES","Réconditionné","Plateau

Dakar","340 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0b313e6649736274aaa3e806e34f8a5b/-/horizon-files-prod/ed/picture/qngx98pg/c4d5f0248996c946f26adc2d5e156189740b4180.png"
"1708072510-12","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=49","Réfrigérateur smart technology
Neuf
Colobane,
Dakar

15. nov. '23, 15:19

Vendeur vérifié

160 000 F Cfa

772095510","https://www.expat-dakar.com/annonce/refrigerateur-smart-technology-5924196","Réfrigérateur smart technology","Neuf","Colobane

Dakar","160 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e16abea5fa2b35431af182639f5928df/-/horizon-files-prod/ed/picture/q8v5p9vr/01ad7f72b85fb91c5d60b505752959251a879924.jpg"
"1708072513-13","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=49","Congélateur 200 litre ascoli
Neuf
Colobane,
Dakar

15. nov. '23, 15:30

134 900 F Cfa

763762042","https://www.expat-dakar.com/annonce/congelateur-200-litre-ascoli-5929964","Congélateur 200 litre ascoli","Neuf","Colobane

Dakar","134 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ad862d415e71860f5287961def4f36c3/-/horizon-files-prod/ed/picture/qenq90g4/4656f9bbfe6ef14fb977d041c5e40a447b6bdb8c.jpg"
"1708072516-14","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=49","Réfrigérateur vitrine roch 700l
Neuf
Colobane,
Dakar

15. nov. '23, 16:51

640 000 F Cfa

763762042","https://www.expat-dakar.com/annonce/refrigerateur-vitrine-roch-700l-5937408","Réfrigérateur vitrine roch 700l","Neuf","Colobane

Dakar","640 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9ed86ab8e52d66e1f388a06ca9202b4b/-/horizon-files-prod/ed/picture/q8v5k294/6e34a72cdb6d54fc762fff08e2c775af31e3c7d0.jpg"
"1708072518-15","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=49","RÉFRIGÉRATEUR ROCH 525L SIDE BY SIDE 4PORTES AVEC FONTAINE
Neuf
Plateau,
Dakar

15. nov. '23, 17:08

569 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/refrigerateur-roch-525l-side-by-side-4portes-avec-fontaine-5937421","RÉFRIGÉRATEUR ROCH 525L SIDE BY SIDE 4PORTES AVEC FONTAINE","Neuf","Plateau

Dakar","569 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cc5109d86a7d3a0c62f79f537bf35d17/-/horizon-files-prod/ed/picture/qzvdrqj9/1937181fe64c4abbbddbad7de8056377c2b58ae0.jpg"
"1708072521-16","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=49","Frigo Samsung 3t avec fontaine
Neuf
Colobane,
Dakar

15. nov. '23, 17:43

Vendeur vérifié

430 000 F Cfa

772095510","https://www.expat-dakar.com/annonce/frigo-samsung-3t-avec-fontaine-5937471","Frigo Samsung 3t avec fontaine","Neuf","Colobane

Dakar","430 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/838c26ae771f082be5924b57811282db/-/horizon-files-prod/ed/picture/qngx0kzg/93615b25f26206046c6cb3ee190039d384884aa5.jpg"
"1708072524-17","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=49","Congélateur hisense 900l
Neuf
Colobane,
Dakar

15. nov. '23, 17:49

Vendeur vérifié

560 000 F Cfa

772095510","https://www.expat-dakar.com/annonce/congelateur-hisense-900l-5937477","Congélateur hisense 900l","Neuf","Colobane

Dakar","560 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8ef05476388b92472f0f8470df45f4c7/-/horizon-files-prod/ed/picture/qxj2wnzw/a711f40e64762f9f3efaf099ece06f3f283d12a2.jpg"
"1708072527-18","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=49","Congélateur 700 litre astech
Neuf
Colobane,
Dakar

15. nov. '23, 17:52

Vendeur vérifié

390 000 F Cfa

772095510","https://www.expat-dakar.com/annonce/congelateur-700-litre-astech-5937481","Congélateur 700 litre astech","Neuf","Colobane

Dakar","390 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bec3823d0e04675051c5c1343f020a63/-/horizon-files-prod/ed/picture/qj4r5dww/ccd4ddef74cf7fc8621c51bba1d89eb9602a69b1.jpg"
"1708072530-19","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=49","CONGÉLATEUR ASTECH FH 500 LITRES VITRINE
Neuf
Plateau,
Dakar

26. oct. '23, 07:34

Vendeur vérifié

375 000 F Cfa

775267261

338423746","https://www.expat-dakar.com/annonce/congelateur-astech-fh-500-litres-vitrine-4736326","CONGÉLATEUR ASTECH FH 500 LITRES VITRINE","Neuf","Plateau

Dakar","375 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/99d55bb4754f594b8bfb8ef31796dcf9/-/horizon-files-prod/ed/picture/q9pjqq6/b0e5bd9de179db02c4ff00708691cc27c914b589.jpg"
"1708072533-20","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=49","side by side astesh noir
Neuf
Plateau,
Dakar

16. nov. '23, 11:59

Vendeur vérifié

590 000 F Cfa

772095510","https://www.expat-dakar.com/annonce/side-by-side-astesh-noir-5938166","side by side astesh noir","Neuf","Plateau

Dakar","590 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8e867e9ee7effa3e4ea8ad31f37dde97/-/horizon-files-prod/ed/picture/q6xkr8g8/e576b6de79f52100d7f6ace5111c6cd7dee04e78.jpg"
"1708072539-21","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=48","Congélateur vertical ICONA 8 tirroirs
Neuf
Plateau,
Dakar

16. nov. '23, 12:52

260 000 F Cfa

772355107","https://www.expat-dakar.com/annonce/congelateur-vertical-icona-8-tirroirs-5938243","Congélateur vertical ICONA 8 tirroirs","Neuf","Plateau

Dakar","260 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e9c3ab912ef95392ab5551fc6493d4a6/-/horizon-files-prod/ed/picture/qzvdrk4d/950c3afde3e1195c01cbda100c19284dd807a1b8.jpg"
"1708072542-22","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=48","Frigo combiné BEKO 420L
Neuf
Plateau,
Dakar

16. nov. '23, 13:55

329 000 F Cfa

778452442

778452442","https://www.expat-dakar.com/annonce/frigo-combine-beko-420l-5381490","Frigo combiné BEKO 420L","Neuf","Plateau

Dakar","329 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c6ac2db7a67e544cbff393dea6a045cc/-/horizon-files-prod/ed/picture/qv4mnk6w/b675b65491cddbab031f535a505460618a869a2a.png"
"1708072545-23","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=48","Congélateur vertical 6T technology
Neuf
Plateau,
Dakar

16. nov. '23, 13:57

199 000 F Cfa

778452442

778452442","https://www.expat-dakar.com/annonce/congelateur-vertical-6t-technology-2729087","Congélateur vertical 6T technology","Neuf","Plateau

Dakar","199 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c5cf7185ac8af7679e99291dc304b6e9/-/horizon-files-prod/ed/picture/qz6wzqx/82ceb7e79bb1d87ed6fe32170ece6b109a2253b8.jpg"
"1708072548-24","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=48","Frigo bar Astech
Neuf
Plateau,
Dakar

16. nov. '23, 15:32

100 000 F Cfa

776201650","https://www.expat-dakar.com/annonce/frigo-bar-astech-5938480","Frigo bar Astech","Neuf","Plateau

Dakar","100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0448b19e4f38cc65d8445bbdc3016780/-/horizon-files-prod/ed/picture/qkrg6kvw/dbd157ab3fb5148abeae1818d29ff5846fcbb18c.jpg"
"1708072551-25","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=48","fontaine Astech
Neuf
Plateau,
Dakar

16. nov. '23, 15:38

84 999 F Cfa

776201650","https://www.expat-dakar.com/annonce/fontaine-astech-5938491","fontaine Astech","Neuf","Plateau

Dakar","84 999 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/12592a7141145ff6acb617464c177c49/-/horizon-files-prod/ed/picture/q0gw86xd/6b1c599efbe3d5076f2935f752e8043bd5d3efb0.jpg"
"1708072554-26","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=48","PROMO RÉFRIGÉRATEUR 758L HISENSE VITRINE 2PORTES BEVERAGE
Neuf
Plateau,
Dakar

16. nov. '23, 17:35

729 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/promo-refrigerateur-758l-hisense-vitrine-2portes-beverage-5938616","PROMO RÉFRIGÉRATEUR 758L HISENSE VITRINE 2PORTES BEVERAGE","Neuf","Plateau

Dakar","729 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c1964b110eeff7d58fc6762fb91809d1/-/horizon-files-prod/ed/picture/qpd6n9zw/1df437b9f385418c6cd81ca5831c54fe56c8b983.jpg"
"1708072557-27","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=48","PROMO RÉFRIGÉRATEUR 268LITRES HISENSE COMBINÉ 3TIROIRES
Neuf
Plateau,
Dakar

16. nov. '23, 18:54

239 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/promo-refrigerateur-268litres-hisense-combine-3tiroires-5938676","PROMO RÉFRIGÉRATEUR 268LITRES HISENSE COMBINÉ 3TIROIRES","Neuf","Plateau

Dakar","239 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a6aa7f16fa5804f12c388e65fc0bdb8d/-/horizon-files-prod/ed/picture/qrzv6wd9/4a1e1f62ffc301198ec8887b76394c0b457af70d.jpg"
"1708072560-28","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=48","PROMO RÉFRIGÉRATEUR 250LITRES HISENSE COMBINÉ 4TIROIRS A+
Neuf
Plateau,
Dakar

16. nov. '23, 19:17

239 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/promo-refrigerateur-250litres-hisense-combine-4tiroirs-a-5938706","PROMO RÉFRIGÉRATEUR 250LITRES HISENSE COMBINÉ 4TIROIRS A+","Neuf","Plateau

Dakar","239 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c80434f4b027ab579a50655cf5a35de0/-/horizon-files-prod/ed/picture/qwe2n6ep/2caa794f95232061d68eabe64ebda6097a5bc7c2.jpg"
"1708072564-29","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=48","PROMO RÉFRIGÉRATEUR 250L HISENSE COMBINÉ 4TIROIRS SILVER A+
Neuf
Plateau,
Dakar

16. nov. '23, 20:06

229 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/promo-refrigerateur-250l-hisense-combine-4tiroirs-silver-a-5938750","PROMO RÉFRIGÉRATEUR 250L HISENSE COMBINÉ 4TIROIRS SILVER A+","Neuf","Plateau

Dakar","229 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/25644a3fa90d45cfdcd9d6312b1e448a/-/horizon-files-prod/ed/picture/qwe2n62p/77a76958b030faa073ff917b80f5c9d809b98a0b.jpg"
"1708072567-30","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=48","PROMO RÉFRIGÉRATEUR 382LITRES HISENSE VITRINE
Neuf
Plateau,
Dakar

16. nov. '23, 21:53

369 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/promo-refrigerateur-382litres-hisense-vitrine-5938799","PROMO RÉFRIGÉRATEUR 382LITRES HISENSE VITRINE","Neuf","Plateau

Dakar","369 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4eba52fba1783e0891c1364cbd4b88e0/-/horizon-files-prod/ed/picture/qxj2w78q/10de1c75fcc21e1690ea2e31db3c40055e770841.jpg"
"1708072573-31","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=47","Réfrigérateur Wolkenstein Rouge
Neuf
Plateau,
Dakar

17. nov. '23, 13:00

Vendeur vérifié

500 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/refrigerateur-wolkenstein-rouge-5521385","Réfrigérateur Wolkenstein Rouge","Neuf","Plateau

Dakar","500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/53aa96706a7dfbf5ea2eb733344148c1/-/horizon-files-prod/ed/picture/q56685j6/2fd8829ecce4de47d39614bda1a4d9bd86779f31.jpg"
"1708072576-32","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=47","PROMO RÉFRIGÉRATEUR 382LITRES HISENSE VITRINE
Neuf
Plateau,
Dakar

17. nov. '23, 17:50

379 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/promo-refrigerateur-382litres-hisense-vitrine-5939703","PROMO RÉFRIGÉRATEUR 382LITRES HISENSE VITRINE","Neuf","Plateau

Dakar","379 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/60a3532543a685fd83ddfc48bf71289b/-/horizon-files-prod/ed/picture/q0gw8r2z/ae0eab30c21171103d3a289d3a40c793709a5916.jpg"
"1708072579-33","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=47","PROMO CONGÉLATION 300LITRES HISENSE HORIZONTAL BLANC
Neuf
Plateau,
Dakar

17. nov. '23, 17:56

229 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/promo-congelation-300litres-hisense-horizontal-blanc-5939704","PROMO CONGÉLATION 300LITRES HISENSE HORIZONTAL BLANC","Neuf","Plateau

Dakar","229 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/996890ba5cff1ee25a34235c47d7f57d/-/horizon-files-prod/ed/picture/q9m9r786/1def70d0875412dd49e7d3fd1351ef8f28cc6644.jpg"
"1708072582-34","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=47","PROMO CONGÉLATEUR 200L HISENSE HORIZONTAL SILVER
Neuf
Plateau,
Dakar

17. nov. '23, 18:07

169 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/promo-congelateur-200l-hisense-horizontal-silver-5939710","PROMO CONGÉLATEUR 200L HISENSE HORIZONTAL SILVER","Neuf","Plateau

Dakar","169 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0635281fdc4816cdea8e341dda7d3589/-/horizon-files-prod/ed/picture/qrzv69q9/b35968cca0e4bbb34aad86cbbbcce9548ac2026d.jpg"
"1708072585-35","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=47","PROMO CONGÉLATEUR 157LITRES HISENSE VERTICAL 5TIROIRES
Neuf
Plateau,
Dakar

17. nov. '23, 18:34

198 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/promo-congelateur-157litres-hisense-vertical-5tiroires-5939720","PROMO CONGÉLATEUR 157LITRES HISENSE VERTICAL 5TIROIRES","Neuf","Plateau

Dakar","198 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/be3a5286bc5b3b40f500e7a2b9fccabc/-/horizon-files-prod/ed/picture/qenqp4q9/721e0dc03da48d1f342220817ea7f3efa6d8d749.jpg"
"1708072589-36","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=47","PROMO FONTAINE HAIER NOIR HSM-22R
Neuf
Plateau,
Dakar

17. nov. '23, 18:41

98 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/promo-fontaine-haier-noir-hsm-22r-5939725","PROMO FONTAINE HAIER NOIR HSM-22R","Neuf","Plateau

Dakar","98 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cdc892b70c8b6c7c2ad3a43d703af2a0/-/horizon-files-prod/ed/picture/q0gw8rwz/d522802d985294a92ba407ba80b61eccd0a831c5.jpg"
"1708072592-37","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=47","PROMO FONTAINE HAIER SILVER HSM-25
Neuf
Plateau,
Dakar

17. nov. '23, 18:46

98 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/promo-fontaine-haier-silver-hsm-25-5939732","PROMO FONTAINE HAIER SILVER HSM-25","Neuf","Plateau

Dakar","98 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7d75330242c0dcefa835b07a428f0311/-/horizon-files-prod/ed/picture/qrzv69v9/faa49739486355e0bde5b80558b1a19bc1b5dd93.jpg"
"1708072595-38","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=47","PROMO FONTAINE HAIER SILVER HSM-5
Neuf
Plateau,
Dakar

17. nov. '23, 18:53

98 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/promo-fontaine-haier-silver-hsm-5-5939734","PROMO FONTAINE HAIER SILVER HSM-5","Neuf","Plateau

Dakar","98 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/83c261ad03ab6857720803e74a9fcb2e/-/horizon-files-prod/ed/picture/qm5pv2pz/d1e4d17985b290c52aac19efe3e6149565a81824.jpg"
"1708072598-39","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=47","PROMO FONTAINE HAIER BLANC HSM-22
Neuf
Plateau,
Dakar

17. nov. '23, 19:02

98 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/promo-fontaine-haier-blanc-hsm-22-5939740","PROMO FONTAINE HAIER BLANC HSM-22","Neuf","Plateau

Dakar","98 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1a1e921d8c7d678bf2ae6a00d3c9c90d/-/horizon-files-prod/ed/picture/qdekd877/e24fe5eff9d4074da97613acd84beffe4e82e077.jpg"
"1708072601-40","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=47","PROMO CONGÉLATEUR HAIER 450L HORIZONTAL INVERTER SILVER
Neuf
Plateau,
Dakar

17. nov. '23, 19:07

279 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/promo-congelateur-haier-450l-horizontal-inverter-silver-5939745","PROMO CONGÉLATEUR HAIER 450L HORIZONTAL INVERTER SILVER","Neuf","Plateau

Dakar","279 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bba900b74460843733032d3730a04df3/-/horizon-files-prod/ed/picture/q785x2wg/404993a2b81a9e67a3e8cd5a1bb47b56eec3b95f.jpg"
"1708072607-41","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=46","PROMO CONGÉLATEUR 400L HAIER HORIZONTAL INVERTER SILVER
Neuf
Plateau,
Dakar

17. nov. '23, 19:12

229 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/promo-congelateur-400l-haier-horizontal-inverter-silver-5939746","PROMO CONGÉLATEUR 400L HAIER HORIZONTAL INVERTER SILVER","Neuf","Plateau

Dakar","229 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e647020caf461c84495de7f44c677542/-/horizon-files-prod/ed/picture/qv4e98wx/a2c92e33320aa5b885a7d0a022af22995d62cee2.jpg"
"1708072610-42","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=46","PROMO CONGÉLATEUR 700LITRES HAIER HORIZONTAL BLANC
Neuf
Plateau,
Dakar

17. nov. '23, 19:26

379 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/promo-congelateur-700litres-haier-horizontal-blanc-5939758","PROMO CONGÉLATEUR 700LITRES HAIER HORIZONTAL BLANC","Neuf","Plateau

Dakar","379 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/66e2cb445dff64fee5fd0abcafa590b3/-/horizon-files-prod/ed/picture/qkrg6j7m/de003de156355098ef217d9e6f85872c41390c68.jpg"
"1708072613-43","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=46","PROMO RÉFRIGÉRATEUR 510L HAIER SIDE BY SIDE
Neuf
Plateau,
Dakar

17. nov. '23, 19:48

549 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/promo-refrigerateur-510l-haier-side-by-side-5939771","PROMO RÉFRIGÉRATEUR 510L HAIER SIDE BY SIDE","Neuf","Plateau

Dakar","549 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6acfd26b58d85d42971b663a7b056a2b/-/horizon-files-prod/ed/picture/qngx069k/ffd27a9fc6a622888f70507d20008a2fcd5ea050.jpg"
