web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,details,etat_clim,adresse,prix
"1707536223-1","https://www.expat-dakar.com/climatisation?page=50","Plit finix 9000 btu 1,25ch
Neuf
Plateau,
Dakar

8. juil. '23, 14:08

165 000 F Cfa

773886250","https://www.expat-dakar.com/annonce/plit-finix-9000-btu-125ch-5787238","Plit finix 9000 btu 1,25ch","Neuf","Plateau

Dakar",""
"1707536226-2","https://www.expat-dakar.com/climatisation?page=50","SPLIT 1.5CV SMART TECHNOLOGY 12000BTU R410
Neuf
Plateau,
Dakar

9. nov. '23, 18:26

159 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/split-15cv-smart-technology-12000btu-r410-5790649","SPLIT 1.5CV SMART TECHNOLOGY 12000BTU R410","Neuf","Plateau

Dakar",""
"1707536228-3","https://www.expat-dakar.com/climatisation?page=50","SPLIT 1.25CV SMART TECHNOLOGY 9000BTU R410
Neuf
Plateau,
Dakar

9. nov. '23, 17:37

149 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/split-125cv-smart-technology-9000btu-r410-5790650","SPLIT 1.25CV SMART TECHNOLOGY 9000BTU R410","Neuf","Plateau

Dakar",""
"1707536231-4","https://www.expat-dakar.com/climatisation?page=50","SPLIT 1.5CV SMART TECHNOLOGY 12000BTU R410
Neuf
Plateau,
Dakar

9. nov. '23, 17:25

159 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/split-15cv-smart-technology-12000btu-r410-5790654","SPLIT 1.5CV SMART TECHNOLOGY 12000BTU R410","Neuf","Plateau

Dakar",""
"1707536233-5","https://www.expat-dakar.com/climatisation?page=50","SPLIT 1.5CV ICONA 12000BTU R410
Neuf
Plateau,
Dakar

9. nov. '23, 17:25

179 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/split-15cv-icona-12000btu-r410-5790655","SPLIT 1.5CV ICONA 12000BTU R410","Neuf","Plateau

Dakar",""
"1707536236-6","https://www.expat-dakar.com/climatisation?page=50","SPLIT PORTATIF 9000BTU ROCH
Neuf
Plateau,
Dakar

9. nov. '23, 18:26

169 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/split-portatif-9000btu-roch-5790656","SPLIT PORTATIF 9000BTU ROCH","Neuf","Plateau

Dakar",""
"1707536238-7","https://www.expat-dakar.com/climatisation?page=50","SPLIT HAIER 1.5CV 12000BTU R410
Neuf
Plateau,
Dakar

9. nov. '23, 18:53

189 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-haier-15cv-12000btu-r410-5790657","SPLIT HAIER 1.5CV 12000BTU R410","Neuf","Plateau

Dakar",""
"1707536241-8","https://www.expat-dakar.com/climatisation?page=50","SPLIT GREE 1.5CV 12000BTU R410
Neuf
Plateau,
Dakar

9. nov. '23, 18:53

193 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/split-gree-15cv-12000btu-r410-5790658","SPLIT GREE 1.5CV 12000BTU R410","Neuf","Plateau

Dakar",""
"1707536243-9","https://www.expat-dakar.com/climatisation?page=50","Ventilateurs industriels et climatiseurs portatifs
Neuf
Avenue Bourguiba,
Dakar

10. juil. '23, 12:37

45 000 F Cfa

775428206","https://www.expat-dakar.com/annonce/ventilateurs-industriels-et-climatiseurs-portatifs-5769111","Ventilateurs industriels et climatiseurs portatifs","Neuf","Avenue Bourguiba

Dakar",""
"1707536246-10","https://www.expat-dakar.com/climatisation?page=50","SPLIT 3CV SKAGGU 24000BTU R410
Neuf
Plateau,
Dakar

9. nov. '23, 18:52

319 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/split-3cv-skaggu-24000btu-r410-5792145","SPLIT 3CV SKAGGU 24000BTU R410","Neuf","Plateau

Dakar",""
"1707536251-11","https://www.expat-dakar.com/climatisation?page=49","SPLIT 3CV CAC 24000BTU R410
Neuf
Plateau,
Dakar

9. nov. '23, 18:53

319 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-3cv-cac-24000btu-r410-5792149","SPLIT 3CV CAC 24000BTU R410","Neuf","Plateau

Dakar",""
"1707536253-12","https://www.expat-dakar.com/climatisation?page=49","SPLIT 3CV HAIER 24000BTU R410
Neuf
Plateau,
Dakar

9. nov. '23, 18:36

329 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/split-3cv-haier-24000btu-r410-5792150","SPLIT 3CV HAIER 24000BTU R410","Neuf","Plateau

Dakar",""
"1707536256-13","https://www.expat-dakar.com/climatisation?page=49","SPLIT 3CV ROCH 24000BTU R410
Neuf
Plateau,
Dakar

9. nov. '23, 18:36

329 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/split-3cv-roch-24000btu-r410-5792152","SPLIT 3CV ROCH 24000BTU R410","Neuf","Plateau

Dakar",""
"1707536258-14","https://www.expat-dakar.com/climatisation?page=49","SPLIT 3CV ELACTRON 24000BTU R410
Neuf
Plateau,
Dakar

9. nov. '23, 18:26

339 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/split-3cv-elactron-24000btu-r410-5792154","SPLIT 3CV ELACTRON 24000BTU R410","Neuf","Plateau

Dakar",""
"1707536261-15","https://www.expat-dakar.com/climatisation?page=49","SPLIT 3CV ASTECH 24000BTU R410
Neuf
Plateau,
Dakar

9. nov. '23, 18:25

339 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/split-3cv-astech-24000btu-r410-5792567","SPLIT 3CV ASTECH 24000BTU R410","Neuf","Plateau

Dakar",""
"1707536263-16","https://www.expat-dakar.com/climatisation?page=49","SPLIT 3CV TCL 24000BTU R410
Neuf
Plateau,
Dakar

9. nov. '23, 17:24

359 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/split-3cv-tcl-24000btu-r410-5792579","SPLIT 3CV TCL 24000BTU R410","Neuf","Plateau

Dakar",""
"1707536266-17","https://www.expat-dakar.com/climatisation?page=49","SPLIT 3CV INVERTER BELLYAIR 24000BTU A+++
Neuf
Plateau,
Dakar

9. nov. '23, 17:34

359 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/split-3cv-inverter-bellyair-24000btu-a-5792590","SPLIT 3CV INVERTER BELLYAIR 24000BTU A+++","Neuf","Plateau

Dakar",""
"1707536268-18","https://www.expat-dakar.com/climatisation?page=49","SPLIT 3CV GREE 24000BTU R410 A++
Neuf
Plateau,
Dakar

9. nov. '23, 17:24

359 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/split-3cv-gree-24000btu-r410-a-5792604","SPLIT 3CV GREE 24000BTU R410 A++","Neuf","Plateau

Dakar",""
"1707536271-19","https://www.expat-dakar.com/climatisation?page=49","SPLIT 3C INVERTER ROCH 24000BTU A+++
Neuf
Plateau,
Dakar

9. nov. '23, 17:36

369 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/split-3c-inverter-roch-24000btu-a-5792620","SPLIT 3C INVERTER ROCH 24000BTU A+++","Neuf","Plateau

Dakar",""
"1707536273-20","https://www.expat-dakar.com/climatisation?page=49","SPLIT TCL 12000BTU(1.5CV)
Neuf
Ouakam,
Dakar

11. juil. '23, 11:57

Vendeur vérifié

200 000 F Cfa

770521414

709557473","https://www.expat-dakar.com/annonce/split-tcl-12000btu15cv-5612077","SPLIT TCL 12000BTU(1.5CV)","Neuf","Ouakam

Dakar",""
"1707536278-21","https://www.expat-dakar.com/climatisation?page=48","SPLIT ASTECH INVERTER 12000BTU ( 1.5 CV )
Neuf
Ouakam,
Dakar

12. juil. '23, 16:13

250 000 F Cfa

774647021","https://www.expat-dakar.com/annonce/split-astech-inverter-12000btu-15-cv-5745966","SPLIT ASTECH INVERTER 12000BTU ( 1.5 CV )","Neuf","Ouakam

Dakar",""
"1707536281-22","https://www.expat-dakar.com/climatisation?page=48","SPLIT LG 1.5CV INVERTER LG ARTCOOL NOIR
Neuf
Plateau,
Dakar

15. nov. '23, 14:26

419 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/split-lg-15cv-inverter-lg-artcool-noir-5794825","SPLIT LG 1.5CV INVERTER LG ARTCOOL NOIR","Neuf","Plateau

Dakar",""
"1707536283-23","https://www.expat-dakar.com/climatisation?page=48","SPLIT SAMSUNG DOUBLE INVERTER 1.5CV 12000BTU
Neuf
Plateau,
Dakar

16. nov. '23, 21:04

319 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/split-samsung-double-inverter-15cv-12000btu-5794826","SPLIT SAMSUNG DOUBLE INVERTER 1.5CV 12000BTU","Neuf","Plateau

Dakar",""
"1707536286-24","https://www.expat-dakar.com/climatisation?page=48","SPLIT LG SMART INVERTER 1.5CV 12000BTU
Neuf
Plateau,
Dakar

17. nov. '23, 00:00

298 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/split-lg-smart-inverter-15cv-12000btu-5794827","SPLIT LG SMART INVERTER 1.5CV 12000BTU","Neuf","Plateau

Dakar",""
"1707536289-25","https://www.expat-dakar.com/climatisation?page=48","SPLIT SHARP INVERTER 1.5CV 12000BTU
Neuf
Plateau,
Dakar

17. nov. '23, 00:40

259 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/split-sharp-inverter-15cv-12000btu-5794831","SPLIT SHARP INVERTER 1.5CV 12000BTU","Neuf","Plateau

Dakar",""
"1707536291-26","https://www.expat-dakar.com/climatisation?page=48","SPLIT LG DUAL INVERTER 1.5CV 12000BTU
Neuf
Plateau,
Dakar

17. nov. '23, 00:54

298 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/split-lg-dual-inverter-15cv-12000btu-5794833","SPLIT LG DUAL INVERTER 1.5CV 12000BTU","Neuf","Plateau

Dakar",""
"1707536294-27","https://www.expat-dakar.com/climatisation?page=48","SPLIT 2.5CV ENDURO 18000BTU R410
Neuf
Plateau,
Dakar

16. nov. '23, 21:03

229 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/split-25cv-enduro-18000btu-r410-5796376","SPLIT 2.5CV ENDURO 18000BTU R410","Neuf","Plateau

Dakar",""
"1707536296-28","https://www.expat-dakar.com/climatisation?page=48","SPLIT 2.5CV CAC 18000BTU R410 A++
Neuf
Plateau,
Dakar

17. nov. '23, 00:40

229 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/split-25cv-cac-18000btu-r410-a-5796379","SPLIT 2.5CV CAC 18000BTU R410 A++","Neuf","Plateau

Dakar",""
"1707536299-29","https://www.expat-dakar.com/climatisation?page=48","SPLIT 2.5CV RISING 18000BTU R410 A++
Neuf
Plateau,
Dakar

17. nov. '23, 00:53

228 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/split-25cv-rising-18000btu-r410-a-5796384","SPLIT 2.5CV RISING 18000BTU R410 A++","Neuf","Plateau

Dakar",""
"1707536301-30","https://www.expat-dakar.com/climatisation?page=48","SPLIT 2.5CV SMART TECHNOLOGY 18000BTU R410 A ++
Neuf
Plateau,
Dakar

15. nov. '23, 14:24

226 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/split-25cv-smart-technology-18000btu-r410-a-5796388","SPLIT 2.5CV SMART TECHNOLOGY 18000BTU R410 A ++","Neuf","Plateau

Dakar",""
"1707536306-31","https://www.expat-dakar.com/climatisation?page=47","SPLIT 2.5CV BELLYAIR 18000BTU R410 A++
Neuf
Plateau,
Dakar

15. nov. '23, 12:57

244 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/split-25cv-bellyair-18000btu-r410-a-5796392","SPLIT 2.5CV BELLYAIR 18000BTU R410 A++","Neuf","Plateau

Dakar",""
"1707536309-32","https://www.expat-dakar.com/climatisation?page=47","SPLIT 2.5CV FINIX 18000BTU R410 A ++
Neuf
Plateau,
Dakar

15. nov. '23, 12:49

245 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-25cv-finix-18000btu-r410-a-5796400","SPLIT 2.5CV FINIX 18000BTU R410 A ++","Neuf","Plateau

Dakar",""
"1707536311-33","https://www.expat-dakar.com/climatisation?page=47","SPLIT 2.5CV SKAGGU 18000BTU R410 A ++
Neuf
Plateau,
Dakar

15. nov. '23, 12:49

239 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/split-25cv-skaggu-18000btu-r410-a-5796407","SPLIT 2.5CV SKAGGU 18000BTU R410 A ++","Neuf","Plateau

Dakar",""
"1707536314-34","https://www.expat-dakar.com/climatisation?page=47","SPLIT DESKA 1.25CV 9000BTU R410
Neuf
Plateau,
Dakar

15. nov. '23, 14:51

145 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/split-deska-125cv-9000btu-r410-5798735","SPLIT DESKA 1.25CV 9000BTU R410","Neuf","Plateau

Dakar",""
"1707536316-35","https://www.expat-dakar.com/climatisation?page=47","SPLIT DESKA 1.5CV 12000BTU R410
Neuf
Plateau,
Dakar

5. janv., 00:50

159 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/split-deska-15cv-12000btu-r410-5798742","SPLIT DESKA 1.5CV 12000BTU R410","Neuf","Plateau

Dakar",""
"1707536319-36","https://www.expat-dakar.com/climatisation?page=47","SPLIT 1.5CV DESKA 12000BTU R410
Neuf
Plateau,
Dakar

15. nov. '23, 15:48

159 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/split-15cv-deska-12000btu-r410-5798796","SPLIT 1.5CV DESKA 12000BTU R410","Neuf","Plateau

Dakar",""
"1707536321-37","https://www.expat-dakar.com/climatisation?page=47","Split 3CV DESKA 24000BTU R410
Neuf
Plateau,
Dakar

15. nov. '23, 12:48

319 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-3cv-deska-24000btu-r410-5798802","Split 3CV DESKA 24000BTU R410","Neuf","Plateau

Dakar",""
"1707536324-38","https://www.expat-dakar.com/climatisation?page=47","SPLIT 2CV DESKA 18000BTU R410
Neuf
Plateau,
Dakar

15. nov. '23, 12:49

229 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/split-2cv-deska-18000btu-r410-5798813","SPLIT 2CV DESKA 18000BTU R410","Neuf","Plateau

Dakar",""
"1707536326-39","https://www.expat-dakar.com/climatisation?page=47","SPLIT TCL INVERTER 1.5CV 12000BTU
Neuf
Plateau,
Dakar

15. nov. '23, 12:48

229 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/split-tcl-inverter-15cv-12000btu-5799644","SPLIT TCL INVERTER 1.5CV 12000BTU","Neuf","Plateau

Dakar",""
"1707536329-40","https://www.expat-dakar.com/climatisation?page=47","SPLIT HISENSE INVERTER 1.5CV 12000BTU
Neuf
Plateau,
Dakar

15. nov. '23, 14:46

249 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/split-hisense-inverter-15cv-12000btu-5799645","SPLIT HISENSE INVERTER 1.5CV 12000BTU","Neuf","Plateau

Dakar",""
"1707536334-41","https://www.expat-dakar.com/climatisation?page=46","SPLIT WESTPOOL INVERTER 1.5CV 12000BTU
Neuf
Plateau,
Dakar

15. nov. '23, 14:52

249 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/split-westpool-inverter-15cv-12000btu-5799646","SPLIT WESTPOOL INVERTER 1.5CV 12000BTU","Neuf","Plateau

Dakar",""
"1707536336-42","https://www.expat-dakar.com/climatisation?page=46","SPLIT BEKO 1.5CV INVERTER 12000BTU
Neuf
Plateau,
Dakar

15. nov. '23, 12:54

259 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/split-beko-15cv-inverter-12000btu-5799647","SPLIT BEKO 1.5CV INVERTER 12000BTU","Neuf","Plateau

Dakar",""
"1707536339-43","https://www.expat-dakar.com/climatisation?page=46","SPLIT LG 1.5CV DUAL INVERTER 12000BTU
Neuf
Plateau,
Dakar

15. nov. '23, 14:22

298 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/split-lg-15cv-dual-inverter-12000btu-5799649","SPLIT LG 1.5CV DUAL INVERTER 12000BTU","Neuf","Plateau

Dakar",""
"1707536341-44","https://www.expat-dakar.com/climatisation?page=46","SPLIT LG 1.5CV SMART INVERTER 12000BTU
Neuf
Plateau,
Dakar

16. nov. '23, 21:02

298 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/split-lg-15cv-smart-inverter-12000btu-5799650","SPLIT LG 1.5CV SMART INVERTER 12000BTU","Neuf","Plateau

Dakar",""
"1707536344-45","https://www.expat-dakar.com/climatisation?page=46","SPLIT SHARP 1.5CV INVERTER 12000BTU
Neuf
Plateau,
Dakar

16. nov. '23, 23:57

259 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/split-sharp-15cv-inverter-12000btu-5799655","SPLIT SHARP 1.5CV INVERTER 12000BTU","Neuf","Plateau

Dakar",""
"1707536346-46","https://www.expat-dakar.com/climatisation?page=46","SPLIT 1.5CV INVERTER BLOMBERG 12000BTU
Neuf
Plateau,
Dakar

15. nov. '23, 12:48

229 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-15cv-inverter-blomberg-12000btu-5799657","SPLIT 1.5CV INVERTER BLOMBERG 12000BTU","Neuf","Plateau

Dakar",""
"1707536349-47","https://www.expat-dakar.com/climatisation?page=46","Split Astech 1.25
Neuf
Plateau,
Dakar

17. juil. '23, 13:09

145 000 F Cfa

776270457

766858780","https://www.expat-dakar.com/annonce/split-astech-125-5614956","Split Astech 1.25","Neuf","Plateau

Dakar",""
"1707536351-48","https://www.expat-dakar.com/climatisation?page=46","VENTILATEUR RECHARGEABLE ROCH
Neuf
Ouakam,
Dakar

17. juil. '23, 13:50

Vendeur vérifié

45 000 F Cfa

770521414

709557473","https://www.expat-dakar.com/annonce/ventilateur-rechargeable-roch-5785255","VENTILATEUR RECHARGEABLE ROCH","Neuf","Ouakam

Dakar",""
"1707536354-49","https://www.expat-dakar.com/climatisation?page=46","SPLIT FINIX 48000BTU ARMOIRE R410
Neuf
Plateau,
Dakar

15. nov. '23, 12:47

950 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-finix-48000btu-armoire-r410-5801051","SPLIT FINIX 48000BTU ARMOIRE R410","Neuf","Plateau

Dakar",""
"1707536356-50","https://www.expat-dakar.com/climatisation?page=46","SPLIT ASTECH 1.5CV A++
Neuf
Plateau,
Dakar

18. juil. '23, 15:10

164 900 F Cfa

763256402","https://www.expat-dakar.com/annonce/split-astech-15cv-a-5646868","SPLIT ASTECH 1.5CV A++","Neuf","Plateau

Dakar",""
"1707536361-51","https://www.expat-dakar.com/climatisation?page=45","Split deska gaz 410 1.25cv
Neuf
Plateau,
Dakar

18. juil. '23, 15:12

139 900 F Cfa

763256402","https://www.expat-dakar.com/annonce/split-deska-gaz-410-125cv-5646823","Split deska gaz 410 1.25cv","Neuf","Plateau

Dakar",""
"1707536364-52","https://www.expat-dakar.com/climatisation?page=45","SPLIT 60000BTU SMART TECHNOLOGY ARMOIRE
Neuf
Plateau,
Dakar

17. nov. '23, 00:51

859 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/split-60000btu-smart-technology-armoire-5802615","SPLIT 60000BTU SMART TECHNOLOGY ARMOIRE","Neuf","Plateau

Dakar",""
"1707536366-53","https://www.expat-dakar.com/climatisation?page=45","SPLIT LG ARTCOOL 1.5CV INVERTER 12000BTU
Neuf
Plateau,
Dakar

17. nov. '23, 01:16

419 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/split-lg-artcool-15cv-inverter-12000btu-5802647","SPLIT LG ARTCOOL 1.5CV INVERTER 12000BTU","Neuf","Plateau

Dakar",""
"1707536368-54","https://www.expat-dakar.com/climatisation?page=45","SPLIT SAMSUNG DOUBLE INVERTER NEW MODÈLE
Neuf
Plateau,
Dakar

17. nov. '23, 01:03

298 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/split-samsung-double-inverter-new-modele-5802658","SPLIT SAMSUNG DOUBLE INVERTER NEW MODÈLE","Neuf","Plateau

Dakar",""
"1707536371-55","https://www.expat-dakar.com/climatisation?page=45","SPLIT HISENSE INVERTER 1.5CV 12000BTU
Neuf
Plateau,
Dakar

16. nov. '23, 23:52

229 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/split-hisense-inverter-15cv-12000btu-5802664","SPLIT HISENSE INVERTER 1.5CV 12000BTU","Neuf","Plateau

Dakar",""
"1707536373-56","https://www.expat-dakar.com/climatisation?page=45","SPLIT TCL 1.5CV INVERTER 12000BTU
Neuf
Plateau,
Dakar

16. nov. '23, 19:44

229 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/split-tcl-15cv-inverter-12000btu-5802668","SPLIT TCL 1.5CV INVERTER 12000BTU","Neuf","Plateau

Dakar",""
"1707536376-57","https://www.expat-dakar.com/climatisation?page=45","SPLIT BEKO PORTATIF 9000BTU A++
Neuf
Plateau,
Dakar

17. nov. '23, 00:26

179 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/split-beko-portatif-9000btu-a-5802671","SPLIT BEKO PORTATIF 9000BTU A++","Neuf","Plateau

Dakar",""
"1707536378-58","https://www.expat-dakar.com/climatisation?page=45","SPLIT PORTATIF ROCH 12000BTU A++
Neuf
Plateau,
Dakar

17. nov. '23, 00:25

198 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/split-portatif-roch-12000btu-a-5802673","SPLIT PORTATIF ROCH 12000BTU A++","Neuf","Plateau

Dakar",""
"1707536381-59","https://www.expat-dakar.com/climatisation?page=45","SPLIT ROCH PORTATIF 12000BTU A++
Neuf
Plateau,
Dakar

16. nov. '23, 19:45

198 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/split-roch-portatif-12000btu-a-5802675","SPLIT ROCH PORTATIF 12000BTU A++","Neuf","Plateau

Dakar",""
"1707536383-60","https://www.expat-dakar.com/climatisation?page=45","SPLIT BEKO PORTATIF 9000BTU A++
Neuf
Plateau,
Dakar

17. nov. '23, 00:16

179 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/split-beko-portatif-9000btu-a-5802677","SPLIT BEKO PORTATIF 9000BTU A++","Neuf","Plateau

Dakar",""
"1707536389-61","https://www.expat-dakar.com/climatisation?page=44","Split Elbee
Neuf
Dieuppeul,
Dakar

19. juil. '23, 13:26

190 000 F Cfa

782810000

338240781

706999595","https://www.expat-dakar.com/annonce/split-elbee-4862154","Split Elbee","Neuf","Dieuppeul

Dakar",""
"1707536391-62","https://www.expat-dakar.com/climatisation?page=44","Split Astech 1.5 Inverter
Neuf
Plateau,
Dakar

19. juil. '23, 13:49

200 000 F Cfa

776270457

766858780","https://www.expat-dakar.com/annonce/split-astech-15-inverter-5666793","Split Astech 1.5 Inverter","Neuf","Plateau

Dakar",""
"1707536394-63","https://www.expat-dakar.com/climatisation?page=44","SPLIT SOLSTAR 1.5CV 12000BTU R410
Neuf
Plateau,
Dakar

17. nov. '23, 00:19

198 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/split-solstar-15cv-12000btu-r410-5804132","SPLIT SOLSTAR 1.5CV 12000BTU R410","Neuf","Plateau

Dakar",""
"1707536396-64","https://www.expat-dakar.com/climatisation?page=44","SPLIT SOLSTAR 1.25CV 9000BTU R410
Neuf
Plateau,
Dakar

21. nov. '23, 00:59

179 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/split-solstar-125cv-9000btu-r410-5804134","SPLIT SOLSTAR 1.25CV 9000BTU R410","Neuf","Plateau

Dakar",""
"1707536399-65","https://www.expat-dakar.com/climatisation?page=44","SPLIT LG ARTCOOL 3CV 24000BTU INVERTER
Neuf
Plateau,
Dakar

21. nov. '23, 00:38

649 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/split-lg-artcool-3cv-24000btu-inverter-5804138","SPLIT LG ARTCOOL 3CV 24000BTU INVERTER","Neuf","Plateau

Dakar",""
"1707536401-66","https://www.expat-dakar.com/climatisation?page=44","SPLIT MIDEA 1.25CV 9000BTU R410
Neuf
Plateau,
Dakar

21. nov. '23, 00:52

183 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/split-midea-125cv-9000btu-r410-5804141","SPLIT MIDEA 1.25CV 9000BTU R410","Neuf","Plateau

Dakar",""
"1707536404-67","https://www.expat-dakar.com/climatisation?page=44","SPLIT MIDEA 2.5CV 18000BTU R410
Neuf
Plateau,
Dakar

21. nov. '23, 00:56

269 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/split-midea-25cv-18000btu-r410-5804143","SPLIT MIDEA 2.5CV 18000BTU R410","Neuf","Plateau

Dakar",""
"1707536406-68","https://www.expat-dakar.com/climatisation?page=44","SPLIT MDV 3CV INVERTER 24000BTU
Neuf
Plateau,
Dakar

21. nov. '23, 01:13

369 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/split-mdv-3cv-inverter-24000btu-5804144","SPLIT MDV 3CV INVERTER 24000BTU","Neuf","Plateau

Dakar",""
"1707536409-69","https://www.expat-dakar.com/climatisation?page=44","SPLIT MIDEA 1.5CV 12000BTU R410
Neuf
Plateau,
Dakar

21. nov. '23, 01:17

205 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/split-midea-15cv-12000btu-r410-5804145","SPLIT MIDEA 1.5CV 12000BTU R410","Neuf","Plateau

Dakar",""
"1707536411-70","https://www.expat-dakar.com/climatisation?page=44","SPLIT ROCH 1.25CV 9000BTU INVERTER
Neuf
Plateau,
Dakar

21. nov. '23, 01:17

193 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/split-roch-125cv-9000btu-inverter-5804147","SPLIT ROCH 1.25CV 9000BTU INVERTER","Neuf","Plateau

Dakar",""
"1707536416-71","https://www.expat-dakar.com/climatisation?page=43","SPLIT ROCH 2CV 18000BTU R410
Neuf
Plateau,
Dakar

21. nov. '23, 01:05

239 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/split-roch-2cv-18000btu-r410-5804151","SPLIT ROCH 2CV 18000BTU R410","Neuf","Plateau

Dakar",""
"1707536419-72","https://www.expat-dakar.com/climatisation?page=43","SPLIT ROCH 1.5CV 12000BTU R410
Neuf
Plateau,
Dakar

21. nov. '23, 01:10

179 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/split-roch-15cv-12000btu-r410-5804154","SPLIT ROCH 1.5CV 12000BTU R410","Neuf","Plateau

Dakar",""
"1707536421-73","https://www.expat-dakar.com/climatisation?page=43","Split Climatiseur
Neuf
Plateau,
Dakar

samedi, 14:41

149 000 F Cfa

778477678

770617880","https://www.expat-dakar.com/annonce/split-climatiseur-5801970","Split Climatiseur","Neuf","Plateau

Dakar",""
"1707536424-74","https://www.expat-dakar.com/climatisation?page=43","Split Midea 2 chevaux
D'occasion
Médina,
Dakar

22. juil. '23, 16:35

115 000 F Cfa

764852222

775459393","https://www.expat-dakar.com/annonce/split-midea-2-chevaux-5806441","Split Midea 2 chevaux","D'occasion","Médina

Dakar",""
"1707536426-75","https://www.expat-dakar.com/climatisation?page=43","SPLIT HAIER 1CV 9000BTU R410
Neuf
Plateau,
Dakar

27. nov. '23, 16:52

169 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/split-haier-1cv-9000btu-r410-5812794","SPLIT HAIER 1CV 9000BTU R410","Neuf","Plateau

Dakar",""
"1707536429-76","https://www.expat-dakar.com/climatisation?page=43","SPLIT HAIER 1.25CV INVERTER 9000BTU
Neuf
Plateau,
Dakar

27. nov. '23, 00:11

189 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/split-haier-125cv-inverter-9000btu-5812802","SPLIT HAIER 1.25CV INVERTER 9000BTU","Neuf","Plateau

Dakar",""
"1707536432-77","https://www.expat-dakar.com/climatisation?page=43","SPLIT HAIER 1.5CV 12000BTU R410
Neuf
Plateau,
Dakar

13. déc. '23, 16:03

189 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/split-haier-15cv-12000btu-r410-5812809","SPLIT HAIER 1.5CV 12000BTU R410","Neuf","Plateau

Dakar",""
